premise	hypo	label
Lähes jokaisella kukkulalla on koilliseen, maurien linnake; vähintään neljä tuhoutunutta linnoitusta vartioivat sataman sisäänkäyntiä; ja vielä kaksi, vielä hyvässä kunnossa olevat Atalaya- ja Galeras-linnat suojelevat meren äärellä olevaa arsenaalia, joka on elintärkeää Espanjan armeijalle.	Atalaya ja Galeras eivät ole linnoja.	contradictory
Oliko he siellä?	Olisiko heidän pitänyt olla siellä?	neutral
Felician matka tapahtuu sen keskellä olevan nuoren irlantilaisen tytön, Felician, silmien takana, joka ylittää meren Englantiin toivottavalla pyrkimyksellä löytää syntymättömän lapsen isä. ja rasvainen, keski-ikäinen catering-johtaja, Hiditch, joka ottaa isän kiinnostuksen pojan kanssa, kun tulee selväksi, että hänen nuoren miehensä on antanut hänelle lonkkaan.	Nainen ei välittänyt, missä mies oli niin kauan kuin se oli kaukana.	contradictory
Salassa on interventoitu Voltairen ja Roussean, Hugon ja Zolan jäännökset, murhattiin sosialistijohtaja Jean Jaurys ja Louis Braille, joka on sokean aakkoset keksijä.	Voltairen ja Roussean, Hugon ja Zolan jäännökset, murhattu sosialistijohtaja Jean Jaurys ja Louis Braille ovat kaikki salassa.	entailment
Siellä on joku pari nimeltä um oh aion unohtaa nimensä nyt uh Dirkson	En voi muistaa heidän nimeään	entailment
Poirot, huudain helpotuksella ja tarttuin häneen molemmilla käsillä, vedin hänet huoneeseen.	Poirot oli nyt palannut, ja minulla oli pahoillani, että hän otti haltuunsa sen, mitä nyt pidin oman tutkimukseni.	contradictory
Sana aswan tarkoittaa itse asiassa muinaisen egyptiläisen kauppaa tai markkinoita, mikä merkitsee sen tärkeintä toimintaa.	Aswanin merkitys ei ole muuttunut ajan myötä.	contradictory
hyvin, mitä markkinat voivat kantaa	Markkinoilla ei voi olla mitään.	contradictory
Ja osoittamaan, kuinka nopeasti Japanin uudet hallitsijat olivat kiinni, Koreja ja Kiinaa vastaan käynnistettiin kaksi rankaisevaa retkiä 19. vuosisadan aseellisen veneen diplomatian suurella tavalla.	Japanin uudet hallitsijat olivat nopeasti kiinni.	entailment
Kun sijoitusrahasto aloittaa käteisvarojen puutteen vuonna 2016, valtion on kokonaisuudessaan tuotava käteisvaroja sosiaaliturvan rahavajeen rahoittamiseen vähentämällä ennustettuja muita kuin sosiaaliturvan ylijäämiä, lainoja yleisöltä, nostamalla muita veroja tai muiden julkisten menojen vähentäminen.	Yleisö haluaisi yleisesti, että hallitus alentaa menojaan muilla aloilla sosiaaliturvan rahoittamiseksi.	neutral
Nämä organisaatiot investoivat aikaa ja vaivaa ymmärtämään prosessejaan ja miten nämä prosessit edistävät tai haittaavat tehtävän toteutumista.	Nämä organisaatiot investoivat paljon aikaa ymmärtämään, miten jotkut prosessit voivat vaikuttaa tai haittaa	entailment
ja on mukava puhua teille kaikille oikein	Puhun sinulle joka päivä.	neutral
Sinulla on pääsy tosiseikkoihin.	Tosiasiat ovat käytettävissäsi.	entailment
Rakenna ympäristö Teknologian valmistus Tuotanto (kaikki työkalut) (ensimmäinen tuotantotyökalujen sarja)	Se on ensimmäinen valmistustyökalujen sarja.	entailment
Niin kauan kuin sinulla on oma kotitalous järjestyksessä, naapurin kulutustottumusten hermostuminen on paljon kuin hänen olohuoneen maton väristä.	Sinun pitäisi huolehtia naapurin maton väristä.	contradictory
Joo niin um myös tietysti he voivat liittyä he voivat aina liittyä asepalvelukseen, jota he katsovat kansalaisiksi	He eivät voi liittyä asepalvelukseen	contradictory
Hän hymyili takaisin.	Hän oli niin onnellinen, ettei hän voinut lopettaa hymyillen.	neutral
Terveydenhuollon rahoitushallinnon aktuaaritoimiston mukaan tulevien lisävarojen arvioitu nettoarvo, joka tarvitaan HI-etujen rahoittamiseen yksin 75 vuoden aikana, on 4 dollaria.	HI-etuuksien rahoittamiseen tarkoitettujen tulevien lisäresurssien nettoarvo oli 4 dollaria.	entailment
Näin ollen kongressi on rahoittanut riidanratkaisupalvelun osalta, ettei edustajakongressin ilmaisemisvaihtoehtoa ole.	Tämä on ainoa kanava, jota kongressi pyrkii rajoittamaan.	entailment
Miten korjaamme tämän? '	Voimmeko korjata tämän?	entailment
mutta se vie liikaa suunnittelua	Se ei vie paljon suunnittelua.	contradictory
En maininnut Monicaa luennossani, mutta ensimmäisestä kysymyksestä kysyttiin, miten presidentti Clinton voisi tehdä työnsä kaikilla häiriötekijöillä, jotka aiheutuivat Monica Lewinskyn asiasta.	He halusivat saada luennon läpi ilman ongelmia.	neutral
Postipalvelun tilien analysoinnilla poistot, polttoaineet ja kunnossapito kaupunkitoimittajana arvioimme keskimääräiset kaupunkikuljetuskustannukset reitillä.	Ajokustannusarviot voidaan keskiarvoistaa riittävän suuriksi.	neutral
Koska se pelaa lapsuuteni mielikuvitus.	Taide soittaa nuorella mielikuvituksellani.	neutral
se on hidasta, että markkinoilla on paljon parempia koneita juuri nyt	Tämä on nopein kone, et löydä parempaa konetta.	contradictory
Pyhäkön sydämessä pieni graniitti-pyhäkkö piti kerran itse Horuksen pyhän barquin.	Horus on jumala.	neutral
Harkitse Yhdysvaltojen postipalvelua.	Unohda Yhdysvaltojen postipalvelu.	contradictory
Täysin puku.	Hänellä on maskottipuku.	neutral
Vaikka matkasi tulee olemaan vaikeaa ja joskus epäilet itseäsi, asiakkaille koituvat edut ovat sen arvoista, ja tyytyväisyys kuullessasi jopa kaikkein vastahakoisimpia vastustajia sanoo, että uusi järjestelmä on parempi kuin se, joka meni aiemmin palkitsevaa.	Uusi järjestelmä näyttää paljon monimutkaisemmalta, mutta lopulta helpommalta ja perusteellisemmalta.	neutral
Ota huomionarvoinen tilasto, jonka mukaan Shesol mainitsee, mutta antaa suhteellisen tutkimatta.	Heillä oli tietoja, jotka olivat hyvin merkityksellisiä mutta käyttämättömiä.	entailment
Se olisi saattanut tuntua taivaalta mannalta - jopa tuhansia dollareita pudottamalla, usein odottamattomasti, puolen miljoonan Kentucky- ja Indiana-asukkaiden käsiin tässä kuussa.	Äskettäin kongressin ehdottama laki on johtanut tuhansien dollareiden takavarikointiin Kentuckyn asukkailta.	contradictory
Hanki yksityishenkilöt investoimaan aikaa ja rahoitusta seuraa.	Jos yksityishenkilöt investoivat aikaa, rahoitusta tulee myös.	entailment
Ajattelen usein gee toivoisin, että minulla oli videokamera, koska voisin varmasti käyttää kymmenen tuhatta dollaria, mutta pidän sellaisista asioista kuin ilta-varjo Burt Reynoldsin kanssa, jota nautin todella ja että	Tarvitsevat videokamerat ovat erittäin kalliita.	neutral
Maan päällä oleva mies ajattelee hetken ja huutaa takaisin, sinun täytyy työskennellä johdossa.	Ei ollut ketään maassa, mies tai nainen.	contradictory
Jos kuitenkin arviointikysymys edellyttää, että GAO raportoi, miten tyydyttävä edistys on tai millaisia ongelmia on täytäntöönpanossa, sitä enemmän henkilökuntaa voi olla paikan päällä ajan myötä. mukana olevat ihmiset näkevät sen, vakavampi syy-johtopäätöksemme ja myöhemmät suositukset ovat.	Jos GAO: n on raportoitava edistymisestä, suositukset ovat paljon huonommat.	contradictory
Talous voisi olla vielä parempi.	Talous ei ole koskaan ollut parempi.	contradictory
Kukat ja vuoret ovat erityisen pyhiä Jainismin kultissa.	Jainismin kultti vihaa luontoa.	contradictory
Kuuluisat asunnot (tai maat) alkoivat rakentaa.	Maa jäi autioiksi.	contradictory
Keskellä tätä hämmästyttävää kulttuurien yhdistämistä on intohimo jatkuvuuteen.	Intohimo jatkuvuuteen ei ole tärkein näistä kulttuureista.	neutral
Pysäyttämällä vaihe hevosen kuljettamiseen, suosittu herkku, osa rakettia ja mahdollisuus pilkata Gail Sheehyä (joka näyttää saavansa ilmaisen kyydin News Quizin osallistujilta), tämä kysymys kaikki vaati, väkivaltainen teatteritapahtuma, ja se ei ole helppoa.	Gail Sheehy on suosittu tavoite pilata muissa esityksissä.	neutral
Asunnon omistajan etuyhteydet ovat menneet missään.	Huoneiston omistaja on hyvin herkkä.	contradictory
Rouva Cavendish on hänen äitinsä huoneessa.	Rouva Cavendish on lähtenyt rakennuksesta.	contradictory
Mutta luulin, että olet vannonut kahvia.	Ajattelin, että lupaat juoda enemmän kahvia.	contradictory
Me haisemme koko ajan.	Me aina haisee.	entailment
Yhä useammin riippuvaisessa maailmassa monia amerikkalaisia koskettavia kiireellisiä ongelmia voidaan käsitellä vain yhteistyössä muiden maiden kanssa.	Meidän pitäisi olla riippumattomia ja pysyä poissa puhumasta ja työskentelystä muiden kansojen kanssa.	contradictory
Ca 'daan jatkoi.	Ca 'daan kieltäytyi lopettamasta.	neutral
Sääntö edellyttää, että lähetystoiminnan harjoittajat pitävät yllä yleisön tarkastusta käsittelevää tiedostoa, joka sisältää lasten televisio-ohjelmointiraportin, ja tunnistaa ohjelmat, jotka on erityisesti suunniteltu kouluttamaan ja tiedottamaan lapsille näiden ohjelmien alussa ja toimittamaan tällaiset tiedot ohjelmaoppaiden kustantajille.	Sääntö tekee lähetystoiminnan harjoittajista tiedostoa lasten televisio-ohjelmista.	entailment
hyvin, koska kuinka lämpimänä tarkoitan kuin kylmimmässä, että se saa talvella alas, kuinka paljon se on	Se on kuuma koko ajan, jossa asun, mukaan lukien talvi.	neutral
Jokainen miehistä käytti nahka-panssaria ja pukeutui raskaiden ratsastajien tyyliin.	Miehet olivat alasti.	contradictory
Miehen olisi pitänyt kuolla välittömästi.	Mies oli täysin kunnossa.	contradictory
Kesällä riisi muodostaa vihreän samettisen peitteen, joka muuttuu sitten kultaiseksi syksyllä, kun se kypsyy ja korjataan.	Kesäisin riisi on kultainen ja korjattavissa, mutta syksyllä se muuttuu vihreäksi.	contradictory
Aivan kuten Daily Worker ja New Masses, sosialistiset paperit 1930-luvulta, pepperoitiin Marxin ja Engelsin viittauksilla.	Marxin mainoksia käytettiin sosialistisissa asiakirjoissa 30-luvulla.	entailment
Varmista, että mikä tahansa käsityötuote on aito artikkeli (toisin kuin huonompi tuonti tai koneellisesti valmistettu pala), etsi lyijytiiviste M: llä, IBTAM-tunnuksella, joka tarkoittaa sitä, että Instituto de Bordado on sertifioinut sen. Tapecaras e Arte? sanato da Madeira (Madeiran kirjonta-, kuvakudos- ja käsityöläislaitos), virallinen saariorganisaatio, jossa on näyttelytila / museo Rua Visconde de Anadiassa, 44.	Italiassa tehtyjen käsityökalujen aitous näkyy sinetillä.	neutral
En ole tässä Multivista-tavarassa, koska mikä on jonkin verran tuhoisaa järjestelmää verrattuna kauniiseen auringonpaineeseen jossain Kucharassa, kun verrataan kse-fi-aalloilla paistettuun sipulin kultaiseen sävyyn verrattuna verrattuna luottokalvojen jakajat rikkaan miehen lompakossa, kun verrataan briessante-rullan upeaan tuoksuun, joka on täynnä terveellistä maitoa, joka on rikastettu synteettisesti aineilla, jotka lisäävät onnen hormoneiden erittymistä, joka on kaksi vuotta sitten, ei kolme, Gonzo sanoi sävyssä, joka on ominaista miehelle, joka juuri löysi ratkaisun hänen elämänongelmaansa.	Hän ei ole tässä multivista-tavarassa, koska mikä on jonkin verran tuhoisaa järjestelmää verrattuna terveelliseen maitoon tuodun kanelitelan upeaan hajuun.	entailment
Riippumatta siitä, mitä päädyin tekemään, luulisin, että olisin löytänyt jonkin verran kyseisessä ammatissa tehdä julkista työtä, koska sitä opetettiin, Zelon sanoi.	Tämä on kuin postituksen käyttäminen pankkiirinä auttamaan sääntöjä paremmin yleisölle.	neutral
Clark ilmaisi myös toivon, että hän ja Redgrave voisivat jatkaa avioliittoaan.	Clark toivoi voivansa jatkaa avioliittoaan.	entailment
Köyhyys ei esimerkiksi aiheuta häpeän tunnetta kuin se, joka tapahtuu länsimaissa asuville.	Köyhyys ei luo häpeää missään maassa.	contradictory
Jaisalmeriin menevän tien varrella yksi viimeinen splash of color ilahduttaa aisteja, ennen kuin astutte kenttiin pisteitä punaisen kuuman chili-paprikan rinteillä.	Tie Jaisalmeriin on kuoppainen ja epämiellyttävä.	neutral
he toimittivat jotakin uh tietäisivät, että he olivat joitakin Vicksburgin ryhmiä, jos joskus saat mahdollisuuden mennä Vicksburgiin Vicksburgin taistelukentällä, jossa on olemassa alue, jossa oli joitakin Texas uh -ryhmiä ja heillä oli mielenkiintoinen aika siellä	Vicksburgissa oli myös Pohjois-Carolina-joukkoja.	neutral
se tarkoittaa, että mielestäni sen pitäisi olla joka tapauksessa	En usko, että sen pitäisi olla näin	contradictory
Korvauskomiteoiden on myös ymmärrettävä korvauksen vaikutukset, jotta johdon olisi kannustettava tekemään oikeita asioita yrityksen ja sen osakkeenomistajien suhteen itseään vastaan.	Korvausvaliokunnat eivät aina saisi jättää huomiotta korvauksen vaikutuksia, jotka johtavat johdon kannustimiin tehdä yrityksen ja sen osakkeenomistajien kannalta oikein.	contradictory
Neljännen vuosisadan roomalainen keisari Gratianus oli varhainen kävijä, jota seurasi paljon myöhemmin sellaiset valaisimet kuin romanttinen runoilija Alphonse de Lamartine, kuningatar Victoria, Saint-Sa? «Ns ja Rachmaninov.	Gratianus oli roomalainen keisari.	entailment
Joten menin oikeuteen itse ja kerroin heille totuuden, mutta se ei tehnyt minulle mitään hyvää.	Menin ja kerroin totuuden tuomioistuimessa, mutta se ei tehnyt minulle mitään hyvää.	entailment
Napsauta Lisää linkkejä (oikealla puolella Muut) ja	Ei ole linkkejä, jotka napsauttavat Muut-kohdassa.	contradictory
ja niin aloin katsella sitä ja yhtäkkiä pysyin virossa ensi viikolla ja menin mitä	En olisi alkanut katsoa sitä, jos tiedän.	neutral
ei oh no oh hyvin huolehtia	Näkemiin toistaiseksi .	entailment
"""Hei, Ben. '"	Ohitin Benin	contradictory
miten voit todistaa sen	Voitteko kertoa minulle, miten se voidaan todistaa?	entailment
Siinä näytetään kaikenlaisia ajoneuvoja, jotka ovat peräisin Napoleonista Moskovaan vuonna 1812 ja upeaan 4-hevosvoiman Renault-autoon vuodesta 1904 ja muista vuosisadan klassisista klassikoista.	Näyttely näyttää vain autoja 2000-luvulta.	contradictory
Tämän johtoryhmän mukaan kaupungintalon kokoukset auttoivat parantamaan asiakastyytyväisyyttä, koska veteraanit havaitsivat heille tärkeimmät huolenaiheet, saivat suoran pääsyn VBA: n työntekijöille, jotka työskentelivät etuuksia koskevissa vaatimuksissaan, ja pystyivät paremmin ymmärtämään vaateiden käsittelyä.	Oman salin kokoukset auttoivat parantamaan asiakastyytyväisyystasoaan.	entailment
hyvin, että se ei ole liian huono pari tuntia	En halua odottaa, edes 10 minuuttia.	contradictory
Idässä kristilliset voimat olivat vetäytyneet, kun uusi muslimivalta alkoi nousta.	Vaikka kristilliset voimat olivat vahvempia, he olivat vetäytyneet.	neutral
Meille on kerrottu kohtuullisen korkealle auktoriteetille, ettei todellinen hyväntekeväisyys vainoa itseään	Todellinen hyväntekeväisyys vaunti itse, meille on kerrottu.	contradictory
Joo ja mitä tehdä, kun he kohtaavat sen	He joutuvat kohtaamaan paineita ja heidän täytyy sanoa ei.	neutral
Asianajajien kanssa vuoden kuluttua tutkijakoulusta on keskimäärin alle 90 000 dollarin velka ja oikeusapujärjestöissä palkat ovat keskimäärin 31 000 dollaria, mutta he eivät voineet varata työtä.	Uusilla asianajotoimistoilla on valtavat lainopilliset velat.	entailment
Täällä näet kutistuneen pään, kaksipäinen vuohi ja Marilyn Monroen patsas, joka on tehty murskatusta rahasta.	Yksi uteliaisuuksista on kaksipäinen vuohi.	entailment
Torstain tuomari, Coconino County Superior Courtin kunnioitettava Charles Adams, suostui, mutta erittäin lannistunut itsensä edustaminen.	Arvoisan Charles Adams kannusti itseään edustamista.	contradictory
Hän roikkuu enimmäkseen vanhempien, eteläisten mustien miesten kanssa, jotka kutsuvat häntä Jumperiksi ja Black Catiksi.	Ryhmän kaverit, joihin hän pyrkii hengittämään, antoi hänelle lempinimen Jumper.	entailment
Tämä tyylikäs kylpyläkaupunki Lac du Bourgetin laidalla on tarjonnut vuosisatojen ajan parannuskeinoa reumalle ja muille vaivoille.	Kaupunki perustettiin vasta viimeisten 50 vuoden aikana.	contradictory
Oikein hyvin, se on kaunis kaupunki ja ongelma on kuin ensimmäinen esimerkki, kun olin nuori, he veivät minut Las Vegasiin ja se oli kaikkein tylsin paikka maan päällä	Luulen, että Las Vegas on kaikkein tylsin paikka, jonka tiedän.	entailment
”Vähemmän kovaa.	Ole hiljaa .	entailment
Aion tehdä omia vaatteita	Voin tehdä oman vaatteeni.	entailment
Joki on keskeisessä asemassa kaikissa Pariisin vierailuissa.	Joki on keskeinen Pariisin lomille.	entailment
heidän pitäisi olla kaksikielisiä	Heidän pitäisi olla kaksikielisiä	entailment
Voi, Czarek, mutta tapahtuu meille?	Czarekia ei pyydetty kyseisenä päivänä.	contradictory
Osoittautui, en ollut täysin väärässä.	Olin 100 prosenttia väärässä.	contradictory
Native 'Me voittaa, minulle passum heap iso laki ...	n / a	contradictory
"Joka tapauksessa - se on ohi. """	Se on ohi .	entailment
Yrttiuute osoittaa menestystä lievän dementian hoidossa ja Alzheimerin muistin häviämisen estämisessä.	Yrttiuute ei ole kovin hyvä dementian hoidossa.	contradictory
Valon voiton jälkeen huonosti valmistetuille ranskalaisille armeijoille saksalaiset marssivat Pariisiin ja piirittivät kaupunkia, joka lopulta kertyi tammikuussa 1871, kun elintarvikkeiden tarjonta heikkeni.	Pariisi oli tyytymätön antautumaan saksalaisille.	neutral
Siksi kuvakkeilla on valta heillä.	Siksi Jumala ajaa minut.	contradictory
Tuotekehitysprosessin kannalta kriittinen oli toiminta, joka mahdollisti erityisten suunnittelu- ja valmistustietojen ja päätöksentekoa koskevien tietojen keräämisen, jotta voitaisiin määrittää, tukeeko saadut tiedot lisää investointeja, jotka ovat tarpeen siirtyä seuraavaan kehitysvaiheeseen tai tuotantoon.	Otettu tieto määrittäisi, oliko seuraava vaihe jatkokehitys tai tuotanto.	entailment
Sanoi olin typerästi ylpeä.	Minun ylpeyteni oli typerää, ei hyvin sijoitettu.	entailment
Sana oli täyttänyt päänsä ikään kuin tyttö olisi kuiskannut suoraan molempiin korviin.	Tyttö puhui hyvin hiljaa.	entailment
ja paljon niiden sääntöjä ja määräyksiä ei ole selvää, joten meillä on ympäristöpäällikkömme, joka avustaa TACB: ssä, joka sijaitsee Austinissa kirjallisesti ja katso, mitä olemme tehneet täällä TI: ssä	Sääntöjä ei ole todella selvää, joten pyydämme apuamme johtajaltamme.	entailment
Näiden joukossa on punainen tiili Kuninkaallinen palatsi, jossa on nyt Patanin museo (Nepalin hienoin ja modernein museo), ja palatsia vastapäätä kapeaa tiiliä, kahdeksan eri tyyliä ja kokoa.	Patan-museo on kadun päässä punaisesta tiili-kuninkaallisesta palatsista.	contradictory
Joo se on sellainen kuin Louisianassa, jossa tuo uh-kaveri, joka on kuin Ku Klux Klan -jäsen, on valinnut sellaisen pelottavan, kun ajattelet sitä	Ku Klux Klanin jäsen on valittu Louisianaan.	entailment
tai ainakin he yrittävät tehdä jotain ensin	He saattavat ainakin yrittää tehdä ensin jotain.	entailment
En ole oikeastaan vaikuttunut siitä, että olen asunut Saksassa kolme vuotta i olin en ole vaikuttunut hiihto nyt pidän tykkään muiden tiedät talviurheilua, mutta en ole todellinen innoissani niistä	En ole talviurheilun suuri fani.	entailment
Se on sitoutuminen yleissivistävään koulutukseen - kursseja, joiden tarkoituksena on kehittää kriittistä ajattelua monilla eri aloilla - varhaisen erikoistumisen vastaisesti.	Yleissivistävän koulutuksen painopiste on opiskelijoiden kriittisen ajattelun kehittämisessä.	entailment
Teoreettisesti mittavat taloudet toimituksessa eivät ole kiinteitä.	Mittakaavaedut ovat joustavia.	neutral
Kansallinen säästö edustaa investointeihin käytettävissä olevia resursseja vanhojen tehtaiden ja laitteiden korvaamiseksi ja enemmän ja parempia pääomatavaroita ostamaan.	Vanhat tehtaat ja laitteet eivät koskaan vaihdu, vaikka kansalliset säästöt olisivatkin.	contradictory
Toiset valittavat, että supertähdet ovat kukkulan yläpuolella, ja he juoksevat keskinkertaisesta työstä.	Kukaan ei valittele supertähtiä.	contradictory
Yhteistyö tiukkojen metodologien kanssa on tärkeää, mutta yhteistyössä on keskityttävä siihen, mitä ED-asetuksessa voidaan toteuttaa.	Työskentely tiukkojen metodologien kanssa on tärkeää.	entailment
tiedät niiden demografiset tutkimukset, jotka osoittavat, että tiedät, että kaikkien IQ on pudonnut dramaattisesti tai jotain	Tutkimukset osoittivat, että heidän IQ kasvoi melko paljon.	contradictory
Ilman liittovaltion rahoitusjärjestöjen tukea ohjelmapäälliköt eivät välttämättä pysty määrittämään tai puolustamaan julkiseen toimintaan liittyviä kustannuksia.	Liittovaltion rahoitusjärjestöt ovat parhaita tietolähteitä ohjelman johtajille.	neutral
Unionissa on noin 4000 jäsentä Kanadassa.	Kanadassa asuvassa unionissa on 100 jäsentä.	contradictory
mutta sitten aloimme katsella sitä ja ja uudet ovat melko viileitä, koska he saivat kuin erityiset, kuten erityisesti sellaiset asiat, jotka pitävät mieleen	Uusilla on asioita, jotka voivat väsyä mielessäsi.	entailment
Vuonna 2000 bruttokansantuote oli pienempi kuin bruttokansantuote, koska muualta maailmasta tulotulot olivat pienemmät kuin muualla maailmassa maksetut tulot.	Yhdysvallat maksoi enemmän muulle maailmalle kuin muualla maailmassa saadut tulot.	entailment
"Onko sinulla vinkkejä antamaan meille ennen selvittämistä? """	Mitä meidän pitäisi tietää?	entailment
ja he ottavat enemmän rahaa meiltä ja saamme ja heillä ei ole mitään kannustinta työskennellä, jos aiomme ottaa vain viisikymmentä prosenttia siitä	Ihmisillä on paljon kannustimia työskennellä, koska he vievät kotiin jokaisen pennin ansaitsemansa.	contradictory
