premise	hypo	label
det er virkelig, jeg hørte noget, at de skulle starte en stor kampagne i New York om barnemishandling og stoppe børnemishandling, og det skulle være som om det var der, der skulle være som en stor landsdækkende kampagne, og du ved det så forhåbentlig vil det tage ud og virkelig gøre noget, jeg ved ikke, det er bare	Det er uheldigt, at ingen organiserer en kampagne for børnemisbrug.	contradictory
Postservice skulle reducere leveringsfrekvensen.	Postvæsenet kunne levere mindre hyppigt.	entailment
Og i et andet skift i økonomien blev det konstateret, at lam kunne opdræbes mere omkostningseffektivt på lavlandbrug, delvis på grund af det rigere, mere næringsrige græsareal, der var tilgængeligt der, og som følge heraf blev Lakeland gårde mindre rentable.	Et andet skifte i økonomien viste sig at være mere næringsrige.	entailment
Reglen indeholder krav til opsamling af oplysninger, som gør det muligt for EPA at fastslå, at der anvendes vaskemidler, der er effektive til at kontrollere indskud, og at emissionskontrolmål realiseres.	Reglen har dataindsamlingskrav, som hjælper ØPA til at realisere deres emissionsbekæmpelsesmål.	entailment
Næsten hver bakke har mod nordøst er der et maurisk fort; ikke færre end fire ødelagte fæstninger beskytter havnen indgangen; Og endnu to, i god stand, beskytter Atalaya og Galeras slotte den havnære arsenal, som er af vital betydning for Spaniens militær.	Der er ingen slotte Atalaya og Galeras.	contradictory
Var de derinde?	Skulle de være derinde?	neutral
Felicias rejse foregår bag øjnene af den centrale en ung irsk pige, Felicia, som krydser havet til England i håb om at finde faderen til hendes ufødte barn; og den fede middelaldrende cateringchef Hiditch, der tager en fædreinteresse i lasset, når det bliver klart, at hendes unge mand har caddishly givet hende slipet.	Kvinden brød sig ikke om hvor manden var så længe som den var langt.	contradictory
I krypten er interresteret resterne af Voltaire og Rousseau, Hugo og Zola, myrdet socialistiske leder Jean Jaurys og Louis Braille, opfinder af alfabetet for blinde.	Resterne af Voltaire og Rousseau, Hugo og Zola, myrdet socialistiske leder Jean Jaurys, og Louis Braille er alle interred i krypten.	entailment
der er et par, der hedder oh, jeg vil glemme hans navn nu, uh Dirkson	Jeg kan ikke huske deres navn	entailment
Poirot, udbrød jeg med lindring og greb ham med begge hænder, og jeg slog ham ind i stuen.	Poirot var nu tilbage, og jeg var ked af at han ville overtage det, jeg nu betragtede min egen undersøgelse.	contradictory
Ordet aswan betyder faktisk handel eller marked i oldtidens egyptiske, hvilket betyder, at den er den mest fremtrædende aktivitet.	Aswans betydning har ikke ændret sig over tid.	contradictory
godt hvad markedet kan bære og	Markedet kan ikke bære noget af det.	contradictory
Og for at vise, hvor hurtigt Japans nye herskere fangede på, blev to straffende ekspeditioner lanceret mod Korea og Kina på den store måde i 19th century gunboat diplomacy.	Japans nye herskere fangede hurtigt.	entailment
Når forvaltningsfonden begynder at løbe i kontanter underskud i 2016, skal regeringen som helhed komme op med kontanter til at finansiere socialsikringernes kontante underskud ved at reducere eventuelle forventede overskud på ikke-social sikring, låne fra offentligheden, hæve andre skatter eller reducere andre offentlige udgifter.	Offentligheden vil generelt foretrække at se, at regeringen reducerer sine udgifter på andre områder for at finansiere social sikring.	neutral
Disse organisationer investerer tid og kræfter for at forstå deres processer, og hvordan disse processer bidrager til eller hæmmer missionens gennemførelse.	Disse organisationer investerer masser af tid til at forstå, hvordan nogle processer kan bidrage til eller haampe	entailment
og det er rart at tale med dig all righty	Jeg taler til dig hver dag.	neutral
Du har adgang til fakta.	Fakta er tilgængelige for dig.	entailment
Byg miljøteknik Produktion Produktion (alt sats værktøj) (1. sæt af produktionsværktøjer)	Det er det første sæt produktionsværktøjer til fremstilling.	entailment
Så længe du har din egen husstand i orden, er frøen om din nabos forbrugsvaner meget at fråde om farven på hans stuenrulle.	Du bør bekymre dig om farven på din nabos tæppe.	contradictory
ja så også selvfølgelig de de kan de tilslutter sig de kan altid være med i militæret, de betragtes som borgere, jeg tror	De kan ikke slutte sig til militærtjenesten	contradictory
Hun smilede tilbage.	Hun var så glad, at hun ikke kunne stoppe med at smile.	neutral
Ifølge agenturets kontor hos Health Care Financing Administration er den estimerede nutidsværdi af fremtidige yderligere ressourcer, der er nødvendige for at finansiere HI-fordele alene i løbet af de 75 år, 4 $.	Netto nutidsværdien af fremtidige supplerende ressourcer til finansiering af HI ydelser var $ 4.	entailment
Således har Kongressen i forbindelse med retssagerne finansieret, at der ikke er nogen alternativ kanal til at udtrykke fortalekongressen for at begrænse.	Dette er den eneste kanal for udtryk for den advokat, som kongressen søger at begrænse.	entailment
Hvordan løser vi dette? '	Kan vi løse dette?	entailment
men det kræver for meget planlægning	Det tager ikke meget planlægning.	contradictory
Jeg fortalte ikke Monica i mit foredrag, men det første spørgsmål, jeg blev spurgt, var, hvordan præsident Clinton kunne gøre sit arbejde med alle de distraktioner, der blev forårsaget af Monica Lewinsky-affæren.	De ønskede at komme igennem forelæsningen uden problemer.	neutral
Analyse af posttjenestekonti for afskrivninger, brændstof og vedligeholdelse for byleverandører, vi har beregnet den gennemsnitlige byleveringspris per rute.	Kørselsomkostningsberegninger kan gennemsnitligt give tilstrækkelige data.	neutral
Fordi det spiller på min barndoms fantasi.	Kunsten spiller på min unge fantasi.	neutral
det er langsomt det er uh der er mange bedre maskiner på markedet lige nu for	Dette er den hurtigste maskine, du vil ikke finde en bedre maskine.	contradictory
I hjertet af helligdommen holdt en lille granithelligdom engang Horus 'hellige barque.	Horus er en gud.	neutral
Overvej den amerikanske posttjeneste.	Glem USA Post Service.	contradictory
I fuld kostume.	Han har en maskot kostume.	neutral
Selvom din rejse bliver svært, og til tider vil du tvivle på dig selv. Fordelene til kunderne er det værd, og tilfredshed med at høre selv de mest modstridende modstandere siger, at det nye system er bedre end det, der gik før, er dybt givende.	Det nye system virker langt mere komplekst, men i sidste ende lettere og mere grundigt.	neutral
Tag en bemærkelsesværdig statistik, som Shesol citerer, men lader passere relativt uundersøgt.	De havde data, der var meget relevante, men under brug.	entailment
Det kunne have virket som manna fra himlen - op til tusindvis af dollars, der ofte falder uventet i hænderne på en halv million Kentucky og Indiana-borgere i denne måned.	En nylig lov foreslået af kongres har resulteret i beslaglæggelse af tusinder af dollars fra Kentucky beboere.	contradictory
Få enkeltpersoner til at investere deres tid, og finansieringen vil følge.	Hvis enkeltpersoner vil investere deres tid, vil der også komme med finansiering.	entailment
Jeg tænker ofte, jeg ville ønske jeg havde et videokamera, fordi jeg sikkert kunne bruge ti tusinde dollars, men jeg kan godt lide ting som Aftenskygge med Burt Reynolds, jeg nyder virkelig det og uh	Videokameraer, som jeg har brug for, er meget dyre.	neutral
Manden på jorden tænker et øjeblik og råber tilbage. Du skal arbejde i ledelsen.	Der var ingen på jorden, mand eller kvinde.	contradictory
Hvis evalueringsspørgsmålet imidlertid kræver, at GAO rapporterer om, hvordan tilfredsstillende fremskridt er eller årsagerne til implementeringsproblemer, jo mere personale, der kan være på stedet over tid, med den riceste eller tykkeste base for at undersøge situationen som de mange de involverede mennesker ser det, sounderen vores kausal konklusioner og efterfølgende anbefalinger vil være.	Hvis GAO skal rapportere om fremskridtene, vil anbefalingerne blive meget fattigere.	contradictory
Økonomien kunne stadig være bedre.	Økonomien har aldrig været bedre.	contradictory
Bakker og bjerge er især helliget i jainismens kult.	Jainismens kult hater naturen.	contradictory
De berømte bygninger (eller lande) begyndte at blive bygget.	Landet blev forladt.	contradictory
Midt i denne fantastiske amalgam af kulturer er en passion for kontinuitet.	En passion for kontinuitet er ikke den vigtigste af disse kulturer.	neutral
Som et hestetransporter, en populær delikatesse, en del af en raket, og en mulighed for at mocke Gail Sheehy (som synes at få en fri tur fra News Quiz-deltagere), stillede dette spørgsmål alt sammen krav på opfindelsen af en voldelig teatralsk begivenhed, og det er ikke nemt.	Gail Sheehy er et populært mål for mocking på andre shows.	neutral
Entreaties til lejligheden ejer er gået ingen steder.	Lejligheden ejer er meget lydhør.	contradictory
Fru Cavendish er i sin svigermor	Fru Cavendish har forladt bygningen.	contradictory
Men jeg troede, du havde svoret af kaffe.	Jeg troede, at du lovede at drikke mere kaffe.	contradictory
Vi stinker hele tiden.	Vi stinker altid.	entailment
I en stadig mere indbyrdes afhængig verden kan mange presserende problemer, der påvirker amerikanerne, kun løses gennem samarbejde med andre lande.	Vi bør være uafhængige og holde sig væk fra at snakke og arbejde med andre nationer.	contradictory
Ca 'daan fortsatte.	Ca 'daan nægtede at stoppe.	neutral
Reglen kræver, at tv-spredningsforetagender opretholder en fil til offentlig inspektion, der indeholder en børneprogram for tv-programmering og identificerer programmer, der er specielt designet til at uddanne og informere børn i begyndelsen af disse programmer, og at give sådanne oplysninger til udgivere af programguider.	Reglen gør tv-selskaber en fil om børns tv-programmering.	entailment
godt, for hvordan hvor varmt betyder jeg ligesom i det koldeste, det får i vinter dernede hvor meget er det	Det er varmt hele tiden, hvor jeg bor, herunder vinter.	neutral
Hver af mændene havde læderpansler og klædt i tunge rytters stil.	Mændene var nøgne.	contradictory
Manden skulle have døde straks.	Manden var helt fint.	contradictory
Om sommeren udgør riset et grønt fløjlsagtigt tæppe, som derefter bliver gyldent om efteråret, når det modner og høstes.	Risen er gylden og høstbar om sommeren, men bliver grønt om efteråret.	contradictory
På samme måde som den daglige arbejder og de nye masser, socialistiske papirer fra 1930'erne, blev peppered med citater fra Marx og Engels, er Educational Liberator peppered med henvisninger til deres libertariske ækvivalenter - Friedrich Hayek og Ludwig von Mises.	Citater fra Marx blev brugt i socialistiske papirer i 30'erne.	entailment
For at være sikker på, at enhver håndarbejde er den ægte vare (i modsætning til et underordnet import eller maskinfremstillet stykke), se efter en blyforsegling med et M, IBTAMs emblem, der betyder, at det er blevet certificeret af Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institut for Madeiranske Broderi, Tapestry og Håndværk), en officiel øorganisation med et showroom / museum på Rua Visconde de Anadia, 44.	Der er en forsegling, der viser ægthed i håndarbejde i Italien.	neutral
"Jeg er ikke ind i denne Multivista ting, for hvad er noget dumpy system sammenlignet med en smuk hyperextension af solen et sted over Kuchara, sammenlignet med den gyldne nuance af løg stegt med kse-fi bølgerne, sammenlignet med antallet af skillevægge til kreditmembraner i en pung af en rig mand, sammenlignet med den storslåede duft af en briessante rulle dunked i sunde mælk syntetisk beriget med stoffer, der øger sekretionen af lykkehormoner, det for to år siden, ikke tre, ""sagde Gonzo i en toneegenskab for en mand, der lige har opdaget en løsning på sit livsproblem."	Han er ikke i denne multivista ting, fordi hvad er noget dumpy system i forhold til den storslåede duft af en kanelrulle dunked i sunde mælk.	entailment
Uanset hvad jeg endte med at gøre, tror jeg, jeg ville have fundet en eller anden måde inden for dette erhverv at gøre offentligt arbejde, for det var det, jeg blev undervist, sagde Zelon.	Det er som at bruge posten som bankmand for at gøre reglerne bedre for offentligheden.	neutral
Clark udtrykte også håbet om, at han og Redgrave kunne fortsætte med deres ægteskab.	Clark håbede at han kunne fortsætte deres ægteskab.	entailment
Fattigdom skaber f.eks. Ikke skam, som det gør for folk der bor i vestlige lande.	Fattigdom skaber ikke en skam i noget land.	contradictory
Tilbage på vejen til Jaisalmer lækker et sidste skænk af farver sanserne, inden du vælger ind i markerne, der er prikket med haver af røde hot chili peber.	Vejen til Jaisalmer er ujævn og ubehagelig at køre på.	neutral
de leverede nogle uh, du ved, at de var nogle grupper i Vicksburg, hvis du nogensinde får en chance for at gå over til Vicksburg slagmarken i Vicksburg, hvor der er et område der hvor der var nogle Texas uh grupper, og de havde en interessant tid der	Der var også North Carolina-tropper i Vicksburg.	neutral
hvilket jeg mener, at det burde være alligevel	Jeg tror ikke, det burde være sådan	contradictory
Kompensationsudvalg skal også forstå konsekvenserne af kompensation for at give incitamenter til ledelsen til at gøre det rigtige for selskabet og dets aktionærer i forhold til sig selv.	Konsekvenserne af kompensation for at give incitamenter til ledelsen til at gøre det rigtige for selskabet og dets aktionærer i forhold til sig selv, bør altid ignoreres af kompensationsudvalg.	contradictory
Den fjerde århundrede romerske kejser Gratianus var en tidlig gæst, fulgt meget senere af sådanne luminaries som den romantiske digter Alphonse de Lamartine, Queen Victoria, Saint-Sa? «Ns og Rachmaninov.	Gratianus var en romersk kejser.	entailment
Så jeg gik til retten af mig selv og fortalte dem sandheden, men det gjorde mig ikke noget godt.	Jeg gik og fortalte sandheden i retten, men det gjorde mig ikke noget godt.	entailment
Klik på Flere links (på højre side under Diverse), og fra	Der er ingen links til at klikke under Diverse.	contradictory
og så begyndte jeg at se det, og pludselig blev jeg afstemt næste uge, og jeg gik hvad	Jeg ville ikke have begyndt at se det, hvis jeg var kendt.	neutral
nej åh nej så godt passe på	Farvel for nu .	entailment
"""Hej, Ben. '"	Jeg ignorerede Ben	contradictory
hvordan kan du bevise det	Kan du fortælle mig, hvordan man kan bevise det?	entailment
Det viser alle former for køretøjer, fra den træner, der bragte Napoleon til og fra Moskva i 1812 til en fremragende 4-hestekøretøjs Renault-bil fra 1904 og andre klassikere fra århundredet.	Udstillingen viser kun biler fra 2000'erne.	contradictory
Ifølge denne leder hjalp møderne i rådhuset til at forbedre sine kundetilfredshedsniveauer, fordi veteraner identificerede de bekymringer, der var vigtigst for dem, fik direkte adgang til VBA-medarbejderne, der arbejdede på deres fordringsfordringer, og kunne bedre forstå kravprocessen.	Hjemmemøderne hjalp med at forbedre sine kundetilfredshedsniveauer, sagde direktøren.	entailment
Nå, det er ikke så dårligt et par timer	Jeg kan ikke lide at vente, ikke engang i 10 minutter.	contradictory
I øst var kristne styrker tilbagetog, da en ny muslimsk kraft begyndte at stige.	Selvom de kristne styrker var stærkere, var de i tilbagetog.	neutral
Vi er blevet fortalt om en rimelig høj autoritet, at sande velgørenhed ikke skønner sig selv	Sand velgørenhed hævder sig selv, vi har fået at vide.	contradictory
ja og hvad de skal gøre, når de står over for det	De kommer til at møde peer presse og bliver nødt til at sige nej.	neutral
De med advokater et år ud af graduate school står over for en gennemsnitlig gæld på lige under $ 90.000 og starter lønninger hos juridiske hjælp organisationer i gennemsnit $ 31.000, de kunne ikke råd til jobbet.	Nye advokater har massiv lov skole gæld.	entailment
Her ses et krympet hoved, en tohovedet ged og en statue af Marilyn Monroe lavet af makulerede penge, blandt andet nysgerrighed.	En af kuriositeterne er en tohovedet ged.	entailment
Torsdags dommer, den ærede Charles Adams fra Coconino County Superior Court, var enig i, men meget modløs selvrepræsentation.	Selvrepræsentation blev opmuntret af de ærede Charles Adams.	contradictory
Han hænger mest sammen med en gruppe af ældre, sydlige sorte mænd, der kalder ham Jumper og Black Cat.	Gruppen af gutter, han har tendens til at hænge ud med, gav ham kælenavnet Jumper.	entailment
Denne elegante spa by i udkanten af Lac du Bourget har tilbudt helbredelser mod revmatisme og andre lidelser i århundreder.	Byen blev først etableret i de sidste halvtreds år.	contradictory
lige rigtigt godt det er en smuk by, men problemet er som første eksempel da jeg var ung de tog mig til Las Vegas, og det var det mest kedelige sted på jorden	Jeg tror Las Vegas er det kedeligste sted, jeg kender.	entailment
"""Mindre højt."	Vær sød at være stille .	entailment
Jeg vil kunne lave mit eget tøj	Jeg vil være i stand til at lave mit eget tøj.	entailment
Floden spiller en central rolle i alle besøg i Paris.	Floden er centralt for alle ferier til Paris.	entailment
de skulle være tosprogede	De skulle være tosprogede	entailment
Åh, Czarek, men vil ske for os?	Czarek blev ikke stillet spørgsmål om den dag.	contradictory
Viste sig, jeg var ikke helt forkert.	Jeg var 100 procent forkert.	contradictory
Native 'Mig vinde, jeg passum heap big law ...	n / a	contradictory
"Under alle omstændigheder - det er forbi. """	Det er forbi .	entailment
Urteekstrakten viser succes i behandling af mild demens og forhindring af Alzheimers hukommelsestab.	Urteekstrakten er ikke særlig god til behandling af demens.	contradictory
Efter en lynnedgang over de dårligt forberedte franske hærer marcherede tyskerne på Paris og lagde belejring mod byen, som endelig kapitulerede i januar 1871 i lyset af faldende fødevareforsyninger.	Paris var utilfreds med at overgive sig til tyskerne.	neutral
Derfor har ikoner den magt, de har.	Derfor bevæger Gud mig.	contradictory
Kritisk til produktudviklingsprocessen var aktiviteter, der gjorde det muligt at indfange specifikke design- og fremstillingsviden og beslutningsvurderinger for at afgøre, om den indhøstede viden ville understøtte den øgede investering, der var nødvendig for at flytte til næste udviklingsfase eller til produktion.	Den indsamlede viden bestemmer, om det næste skridt var videreudvikling eller produktion.	entailment
Sagde jeg var dumt stolt.	Min stolthed var tåbelig ikke velplaceret.	entailment
Ordet havde fyldt hovedet som om pigen havde hvisket direkte i begge ører.	Pigen talte meget stille.	entailment
og mange af deres regler og regler er ikke rigtige klare, så vi har vores miljøchef, der hjælper TACB, som ligger i Austin skriftligt, og hej se hvad vi har gjort her på TI	Der er regler ikke rigtig klare, så vi beder vores leder om hjælp.	entailment
Blandt disse er det røde mursten Royal Palace, som nu huser Patan Museum (Nepals fineste og mest moderne museum) og vender mod paladset over den smalle murstenplaza, otte templer af forskellige stilarter og størrelser.	Patan-museet ligger ned ad gaden fra det røde mursten kongelige palads.	contradictory
ja det er lidt som i Louisiana, hvor den fyr, der er som et Ku Klux Klan medlem, blev noget valgt skræmmende, når du tænker på det	Et Ku Klux Klan medlem er blevet valgt i Louisiana.	entailment
eller i det mindste forsøger de og gør noget ved det først	De kan i det mindste forsøge og gøre noget ved det først.	entailment
jeg er ikke rigtig imponeret over jeg mener, at jeg boede i Tyskland i tre år, jeg var ikke imponeret over skiløb nu, jeg kan lide, at jeg kan lide andre, du kender vintersport, men jeg er ikke rigtig begejstret for dem	Jeg er ikke en stor fan af vintersport.	entailment
Det er en forpligtelse til almen uddannelse - en række kurser, der skal udvikle kritisk tænkning i en bred vifte af discipliner - i modsætning til tidlig specialisering.	Generel uddannelse er fokus på at udvikle elevernes kritiske tænkningskompetencer.	entailment
Teoretisk skala økonomier i levering er ikke firmaspecifik.	Skaløkonomier er fleksible.	neutral
National besparelse repræsenterer ressourcer til rådighed for investeringer til at erstatte gamle fabrikker og udstyr og til at købe flere og bedre kapitalgoder.	Gamle fabrikker og udstyr blev aldrig erstattet, selv når der var nationale besparelser.	contradictory
Andre klager over, at superstjernerne er over bakken, og stræber ud mediokre arbejde.	Ingen klager over superstjernerne.	contradictory
Samarbejde med stringente metodologer er vigtigt, men disse samarbejder skal fokusere på, hvad der kan opnås specifikt i ED-indstillingen.	At arbejde med stringente metodologer er vigtigt.	entailment
du kender deres demografiske studier, at de gør, at du ved, at alles IQ er faldet dramatisk eller noget	Undersøgelserne viste, at deres IQ steg ganske meget.	contradictory
Uden støtte fra føderale finansieringsorganisationer kan programforvaltere muligvis ikke bestemme eller forsvare omkostningerne i forbindelse med eller fordele stammer fra offentlige aktiviteter.	Forbundsfinansieringsorganisationer er den bedste informationskilde til programledere.	neutral
Foreningen har omkring 4000 medlemmer i Canada.	Der er 100 medlemmer i Unionen, der bor i Canada.	contradictory
men så begyndte vi at se det, og ligesom de nye er temmelig seje, fordi fordi de blev som uh som specielle som især ting, der gerne knepper med dit sind	De nye har ting, der kan kneppe med dit sind.	entailment
I 2000 var BNP mindre end BNP, fordi indtægter fra resten af verden var mindre end amerikanske betalinger til resten af verden.	USA betalte mere til resten af verden end resten af verden modtaget i indkomst.	entailment
"Har du nogle tips til at give os, før vi rydder ud? """	Noget vi skal vide?	entailment
og de fortsætter med at tage flere penge fra os, ja folk og få, og de har ikke noget incitament til at arbejde, hvis vi bare tager halvtreds procent af det	Folk har en masse incitament til at arbejde, fordi de tager hjem hver øre opnået.	contradictory
De afhang for meget af det andet store smitteprincip, og det syntes at være indpakket med en slags forening gennem tegnene og huse og planerne.	Tegnene, huse og planerne har stor indflydelse på det daglige liv.	neutral
Jeg tror de finansielle planlæggere den træning, som vi nu har haft i omkring fire år, fik vores virksomheder og og vores liv i kø, hvordan man styrer kreditkort, hvordan man sætter sig væk, siger, at du kender pengemarkeder og denne slags ting	De finansielle planlæggere hjælper ikke folk med spørgsmål vedrørende kreditkort.	contradictory
Richardsons behov for at gøre Picasso til en seriøs kunstner og en hæderlig mand (i stedet for den inspirerede poetiske rascal han faktisk var) deformerer især hans konto om Picassos forhold til kvinder, skriver han.	Picasso var en gentleman og ikke en inspireret poetisk rascal.	contradictory
"""Hej, fyre,"" sagde Daniel klogt."	Daniel mødte alle, selvom han var genert.	neutral
Åh, jeg talte til nogen om San Antonio	Jeg talte med nogen om Dallas.	contradictory
En tåget morgen gør scenen endnu mere stemningsfuld for fortiden.	En tåget morgen i Paris bringer i tankerne gamle stemningsfulde billeder af gange.	neutral
På grund af denne rationalisering af leveringsomkostningerne i USA er postdensiteterne i de mest sparsomme befolkede områder højere end tæthederne i de mest sparsomme befolkede områder i Frankrig.	Posttætheden refererer til mængden af junk mail, der leveres i et givet område.	contradictory
Racerne afholdes mellem april og december på Veliefendi Hippodrome nær Bakerky, 15 km (9 miles) vest for Istanbul.	Der er løb fra april til december på Veliefendi Hippodrome.	entailment
Produktionen af vandfri ammoniak i USA i 2000 var ca. 17.400.000 tons (ækvivalent vandfri) med tilsyneladende forbrug på 22.000.000 tons og ca. 4.600.000 met ved nettoimport, som vist i en 2001 udgave af U.S.	USA producerer ikke nogen vandfri ammoniak hvert år.	contradictory
Åh ja, de gør det, jeg mener i i Nord Texas, gør de det ganske lidt, hvor du ved, om du vil gå til denne film eller koncert eller en diskonteret ting, den store ting her er rodeo, hvis du	Jeg forsøger at få rabatpriser, når jeg kan.	neutral
I løbet af de sidste otte år erhvervede skolen over 88 millioner dollars af fast ejendom i Allston-sektionen i Boston uden at afsløre sin identitet til potentielle sælgere.	I løbet af de sidste otte år har skolen erhvervet mere end 88 millioner i fast ejendom i Allston-sektionen i Boston, mens den forbliver helt anonym selv til sine egne studerende.	neutral
uh det er men så er der så mange mennesker, du får så mange forskellige meninger som godt, du burde ikke have det godt, jeg burde ikke nødt til at gøre det, eller jeg burde ikke gøre det og alle andre ting Jeg vil ikke involvere mig og	Meningerne har tendens til at variere.	entailment
um-hum så du regner med en af disse dage, du kommer til at gå tilbage til at være en ingeniør er det, du tror	En af disse dage vil du gå tilbage til at studere.	neutral
Lige ved havnefronten; tilbyder en mere formel atmosfære og et godt sted at fange en solnedgang.	Det har en frygtelig udsigt til solnedgangen.	contradictory
For at være sikker på, at enhver håndarbejde er den ægte vare (i modsætning til et underordnet import eller maskinfremstillet stykke), se efter en blyforsegling med et M, IBTAMs emblem, der betyder, at det er blevet certificeret af Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institut for Madeiranske Broderi, Tapestry og Håndværk), en officiel øorganisation med et showroom / museum på Rua Visconde de Anadia, 44.	Der er en sæl, der viser ægthed.	entailment
Imidlertid var min tillid til ham, som på en gang var blevet aftaget, fuldstændig restaureret, da hans tro på Alfred Inglethorps uskyld var blevet så triumferende retfærdiggjort.	Jeg følte, at den virkelige morder nu burde være lettere at bestemme.	neutral
(Kohler 's ordbog for revisorer) KONTRAKTMYNDIGHEDEN - Kontraktsmyndigheden er en del af budgetmyndigheden.	Kontraktsmyndigheden skal ydes af den finansielle myndighed.	neutral
Virksomheden engang samlet, Poirot rejste sig fra sit sæde med en populær foredragsholder og bøjede høfligt til sit publikum.	Poirot steg fra sit sæde, bøjede og begyndte at adressere publikum.	neutral
Det vil være en fornøjelse at klæde Jane.	Dressing Jane vil være sjovt.	entailment
Engakuji er Kamakuras største tempelkompleks; der ofte er bragt i brand og jordskælv, har 17 af de oprindelige 46 bygninger overlevet.	Ingen af de oprindelige bygninger i Engakuji er stadig tilbage.	contradictory
Ved anvendelse af dette krav kan følgende faktorer påvirke revisors vurdering af kontrol	Indflydelsen af følgende faktorer er mulig.	entailment
bor de tæt ved	Er deres hus i nærheden?	entailment
Historien tåler love.	Loven er svag, når man taler om fortiden og fremtiden.	neutral
Nu er konservative kæmper tilbage.	Konservative kæmper nu.	entailment
