premise	hypo	label
Soruşulan suallar maraqlı və ya qanuni deyildir (ən çox sual soruşulan və cavablandırılmış kateqoriyaya bölünsələr də).	Bütün suallar mövzuyla əlaqəli bir fokus qrupuna görə maraqlı idi.	neutral
Thebes 12-cü Hanedanıya qədər hakimiyyətə keçdi, ilk kralı Amenemhet 1980-ci ildə 1951-ci ildə b. Memfis yaxınlığında bir paytaxt qurdu.	Memfis yaxınlığındakı paytaxt sakinləri növbəti paytaxtı tərk etməzdən əvvəl yarım əsr davam etdi.	neutral
Mən narahatlığınız barədə düşünmək istəmirəm, amma siz olsaydım, bu $ 1-in yaxın müddətli məzənnə nəticələrindən daha çox narahat ola bilərəm.	Mövzularla əlaqədar daha çox narahatlıq doğururam.	contradictory
Data Sintezində Məsələlər.	Məlumat sintezində problemlər.	entailment
Bunu da televiziyada da görürsən	Bunu da televiziyada da görə bilərsiniz.	entailment
Vrenna və mən də ona qarşı mübarizə apardıq və təxminən bizi götürdü.	Nə Vrenna, nə də mənimlə heç bir mübarizə aparmamışdır.	contradictory
Bu analiz bu iki tədqiqatdan PM'yi kronik bronxitə bağlayan C-R funksiyasının inkişaf etdirilməsi üçün qiymətləndirmələri birləşdirdi.	Analiz PM və bronxit arasında əlaqə olmadığını sübut edir.	contradictory
O çevrildi və Vrenna gülümsədi.	O, anasının yanında yavaş-yavaş gəzən Vrennada gülümsədi.	neutral
Son 5 ildə agentliklər tərəfindən tətbiq olunan təcrübələri müəyyənləşdirməyə çalışdıq.	Son 5 ildə agentliklər tərəfindən istifadə olunan təcrübələri müəyyənləşdirmək istəyirik	entailment
Digər adamlar qarışdırdılar.	Digər adamlar ətrafında qarışdırılıblar.	entailment
Dövlət milli parklar və çöl sahələrindəki təbii şəraitə qayıtmaq üçün konqresin məqsədi olan məqsədi istiqamətində dövlətin həyata keçirilməsi planlarında ağlabatan tərəqqi göstərməlidir.	Hər hansı bir yaxşılaşma olmadığı üçün bu lazım deyil.	contradictory
yaxşı da çox maraqlıdır	Çox maraqlıdı.	entailment
O, yavaş-yavaş bunkhausa geri döndü.	O, yavaş-yavaş bunkhausa döndü.	entailment
və bu altı şey bir dövlət olduğunu düşünürəm və bir az düşünürəm və uh qalanların başqa bir yerə gedir, amma dövlətin müəyyən bir hissəsində olduğumuza görə, yerli vergiyə cəlb edildiyi qədər geri qaytarmaq kimi bir şey var	Yerli vergilərin harada olduğu dəqiq bilmirəm.	neutral
XVII əsrin əvvəllərində buraya rəsmi reappulyasiya sxeminin bir hissəsi kimi gəldikləri Mallorca əcdadları tərəfindən günümüz kəndlilərinə verilmiş gizli reseptdən hazırlanmışlar.	Mallorca atalarından keçmiş reçetə hər kəsə məlumdur.	contradictory
Bəli yaxşı bir şagirdin	Yaxşı bir mexanik şagirdiyisiniz?	neutral
həqiqətən New Yorkda u uşaq istismarı və uşaq istismarı dayandırılması haqqında böyük bir kampaniya başlamağı nəzərdə tutan bir şey eşitdim və böyük bir ümummilli kampaniya kimi olması lazım olduğu yerdən başlayaraq kimi olacağı ehtimal edilir və bilirsiniz belə ki, ümid edirəm ki, çıxacaq və həqiqətən bir şey yoxdur, sadəcə bilirəm	Təəssüf ki, heç kim uşaq istismarı kampaniyası təşkil edir.	contradictory
Poçt Xidməti çatdırılma tezliyini azaltdı.	Poçt xidməti daha tez çatdıra bilər.	entailment
İqtisadiyyatda başqa bir dəyişikliyə gəldikdə, zəngin, daha qidalı otlaq torpaqları mövcuddur və nəticədə Lakeland təsərrüfatları daha az qazanc əldə olunduğundan, kuzovun fermer təsərrüfatlarında daha az xərcləməsini tapdılar.	İqtisadiyyatda başqa bir dəyişiklik daha qidalı oldu.	entailment
Qaydada, EPA-nın depozitlərin idarə edilməsində effektiv olan deterjan qatqılarının istifadə edildiyini və emissiya nəzarəti məqsədlərinin həyata keçirildiyini müəyyənləşdirməyə imkan verəcək məlumatların toplanması tələbləri yer alır.	Qaydada EPA-nın onların emissiya nəzarət məqsədlərini yerinə yetirməsinə kömək edən məlumatların toplanması tələbləri var.	entailment
Demək olar ki, hər təpə şimal-şərqdə bir Moorish qala var; Liman girişini mühafizə edən ən azı dörd məhv olan qalalar; hələ də yaxşı təmirdə olan Atalaya və Galeras qəsrləri İspan ordusuna həyati əhəmiyyət daşıyan dəniz cephesinin arsenalını qoruyur.	Atalaya və Galeras qalaları yoxdur.	contradictory
Orada oradaydılar?	Orada olmağı düşünürdüm?	neutral
Felicia 's Journey, onun doğmamış uşağının atasını tapmaq üçün ümidli bir axtarışda dənizin İngiltərəyə keçdiyi bir gənc irlandiyalı qız Felicia'nın gözünün arxasında yer alır; Yağlı, orta yaşlı yeməkxana meneceri, Hidayət, gənc gəncin özünü sürtgəcini verdiyi aydın olduğu zaman lassa ata maraq görür.	Qadın çox uzaq olduğu yerdəki adamın harada olduğunu bilmirdi.	contradictory
Kriptoda Voltaire və Rousseau, Hugo və Zolanın qalıqları ara verilmiş, Sosialist lideri Jean Jaurys sui-qəsd və kor üçün alfabenin ixtirası olan Louis Braille.	Voltaire və Rousseau, Hugo və Zola qalıqları, Sosialist lideri Jean Jaurys və Louis Braille öldürülmüş bütün crypt ildə interred olunur.	entailment
uh bir uh adlı bir neçə var oh oh Dirxonun adı artıq unutmuşam	Mən onların adını xatırlaya bilmərəm	entailment
Poirot, məni rahatlıqla salırdım və onu iki əllə tutdum, onu otağa sürükləyirdim.	Poirot indi geri döndü və mən indi öz istintaqımı düşündüyümü ələ alacağına görə üzüldüm.	contradictory
Aswan sözü əslində qədim Misirdə ticarət və bazar deməkdir, ən önəmli fəaliyyətini ifadə edir.	Asvanın mənası zamanla dəyişməyib.	contradictory
Bazarın nə dərəcədə ayıra biləcəyini yaxşı bilir	Bazar hər hansı birisini daşımır.	contradictory
Yaponiyanın yeni hökmdarlarının nə qədər sürətlə inkişaf etdiyini göstərmək üçün 19-cu əsrdə silahlı qayıq diplomatiyası ilə Koreya və Çinə qarşı iki cəza ekspedisiyası başlandı.	Yaponiyanın yeni hökmdarı tez bir zamanda tutuldu.	entailment
Təqaüd fondunun 2016-cı ildə kassa açığının başlamasına başlandıqda, bütövlükdə hökumət bütövlükdə proqnozlaşdırılan qeyri-sosial təminat profillərini azaltmaq, ictimaiyyətdən borc götürmək, digər vergilərin artırılması və ya digər dövlət xərclərinin azaldılması.	İctimaiyyət ümumiyyətlə hökumətin sosial təminatın maliyyələşdirilməsi üçün digər sahələrdə xərclərinin azaldılmasını görməyi üstün tuturdu.	neutral
Bu təşkilatlar öz proseslərini başa düşmək üçün vaxt və səy sərf edirlər və bu proseslər necə həyata keçirməyə kömək edir və ya bu proseslərə necə mane olur.	Bu təşkilatlar, bəzi proseslərin necə kömək edə biləcəyini və ya inkişaf etdirə biləcəyini anlamaq üçün çox vaxt sərf edirlər	entailment
və sizinlə yaxşı söhbət edir	Hər gün sizinlə danışıram.	neutral
Faktlar əldə edə bilərsiniz.	Faktlar sizə çatdırılır.	entailment
Ətraf mühitin mühafizəsi İstehsalat İstehsalatı (bütün qurğular) (1 ədəd istehsal vasitəsi)	İstehsal üçün ilk istehsal dəsti.	entailment
Öz evinizdə olduğu müddətcə, qonşusunun xərcləmə vərdişləri barədə fikirləşmək, onun oturma otağının xalının rəngindən bəhs edir.	Qonşunuzun xalasının rəngindən narahat olmalısan.	contradictory
Bəli, əlbəttə ki, əlbəttə ki, onlar qoşula bilərlər, onlar həmişə hərbi xidmətə qoşula bilərlər	Onlar hərbi xidmətə qoşula bilməzlər	contradictory
O, gülümsədi.	O, gülümsəyərək dayana bilmədiyi üçün xoşbəxt idi.	neutral
Sağlamlıqla Mübarizə İdarəsinin Aktüarı İdarəsinə görə, 75 il ərzində tək başına HI müavinətlərinin maliyyələşdirilməsi üçün lazım gələcək əlavə ehtiyatların təxmin edilən net xalis dəyəri 4 dollar təşkil edir.	Hİ-nin maliyyə yardımı üçün gələcək əlavə resursların xalis dəyərinin dəyəri 4 dollar idi.	entailment
Beləliklə, Konqresin maliyyələşdirdiyi məhkəmə xidmətlərinə gəldikdə, Konqresin ifadə verməsi üçün alternativ bir kanal yoxdur, bu da məhdudlaşdırıla bilər.	Bu Konqresin məhdudlaşdırmağı hədəfləyən vəkillik ifadəsinin yeganə kanalıdır.	entailment
Bunu necə düzəldə bilərik? ''	Bunu düzəldə bilərikmi?	entailment
lakin çox planlaşdırma aparır	Çox planlaşdırma etməz.	contradictory
Mənim məruzəmdə Monika'yı qeyd etmədi, amma ilk sualım, prezident Klintonun Monica Lewinski işi ilə bağlı olan bütün narahatlıqları ilə necə işləyə biləcəyi idi.	Onlar heç bir problem olmadan mühazirədən keçmək istədi.	neutral
Poçt xidmətinin amortizasiya, yanacaq və şəhərin çatdırılma daşıyıcılarının saxlanılması üçün hesabları təhlil edərkən, marşrut üzrə orta şəhər nəqliyyat vasitəsinin qiymətini qiymətləndirdik.	Sürmə xərcləri təxminləri ortalama ola bilər, kifayət qədər məlumat verəcəkdir.	neutral
Çünki mənim uşaqlıq təsəvvürümdə oynayır.	Sənət mənim gənc təsəvvürümdə oynayır.	neutral
yavaş bu bazarda daha yaxşı maşınlar var uh var	Bu ən sürətli maşın, daha yaxşı bir maşını tapmırsınız.	contradictory
Müqəddəs yerin mərkəzində kiçik bir qranit ibadətgahı bir dəfə Horusun müqəddəs barını özü etdi.	Horus bir tanrıdır.	neutral
Birləşmiş Ştatların poçt xidmətini nəzərdən keçirək.	Birləşmiş Ştatların poçt xidmətini unutmusunuz.	contradictory
Tam kostyumda.	O, bir maskot kostyumunu geyir.	neutral
Yolunuz çətin olacaq və bəzən özünüzü şübhə altına alacaqsınızsa, müştərilərin faydaları yaxşıdır və rəqiblərin ən çox düşərgəçi olmağının təmin edilməsi, yeni sistemin daha əvvəl getdiyindən daha yaxşı olduğunu söyləyir mükafatlandırıcıdır.	Yeni sistem daha mürəkkəb görünür, lakin nəticədə daha asan və daha ətraflı.	neutral
Shesolun istinad etdiyi diqqətəlayiq bir statistikə baxın, lakin nisbətən öyrənilməmiş keçidi təmin etsin.	Onlar çox vacibdir, amma istifadə olunan məlumatlar var idi.	entailment
Göydən manna kimi görünə bilərdi - bu ay bir yarım milyon Kentucky və İndiana sakinlərinin əlinə, tez-tez gözlənilmədən, minlərlə dollar düşmə qədər.	Konqresin təklif etdiyi yaxın bir qanun, Kentucky əhalisindən minlərlə dollar ələ keçirdi.	contradictory
Bireyleri zamanlarını sərf etsinlər və maliyyələşəcəklər.	İnsanlar vaxtlarını sərf edərsə, maliyyə də olacaq.	entailment
Mən tez-tez düşünürəm ki, mən on min dolları istifadə edə biləcəyim üçün videokameram var idi, amma axşam kölgəsi kimi şeyləri burt Reynolds ilə sevirəm	Lazım olan video kameralar çox bahalı.	neutral
Yerdəki adam bir an düşünür və geri qışqırır, İdarəetmədə çalışmalısan.	Yerdə, kişi və ya qadında heç kim yox idi.	contradictory
Baxmayaraq ki, qiymətləndirmə sorğusu GAO-nun qənaətbəxş tərəqqinin və ya tətbiq olunma problemlərinin səbəbləri, vaxt keçdikcə daha çox sayda heyətlə hesabat verməsini tələb edirsə, vəziyyətin araşdırılması üçün çoxlu və ya qalın bazası var. cəlb edilən insanlar bunu görürlər, səpinin nəyə əsaslanaraq nəticələrini və sonrakı tövsiyələrini verəcəyik.	GAO irəliləyiş barədə hesabat verməlidirsə, tövsiyələr daha da pis keyfiyyət olacaqdır.	contradictory
İqtisadiyyat hələ də daha yaxşı ola bilər.	İqtisadiyyat daha yaxşı olmayıb.	contradictory
Tağlar və dağlar xüsusilə Jainism kultunda müqəddəsdir.	Jainism kultu təbiətdən nifrət edir.	contradictory
Məşhur evlər (və ya torpaqlar) tikilməyə başlandı.	Torpaq qalıb qaldı.	contradictory
Mədəniyyətlərin bu gözəl birləşməsinin ortasında davamlılıq üçün bir ehtiras var.	Davamlılıq ehtirası bu mədəniyyətlərin ən vacibi deyil.	neutral
Bir at sürüşü, məşhur bir şirniyyatçı, bir raketin bir hissəsi və Gail Sheehy'i (Xəbərlər Yarışması iştirakçılarından pulsuz yola çıxmağı düşünən) istehza etmək üçün bir səhnəni kənara qoyaraq, bu sual bütün bunları istəmədi şiddətli teatr hadisəsi və bu asan deyil.	Gail Sheehy digər şoulara istehza etmək üçün məşhur bir hədəfdir.	neutral
Mənzil sahibinin müəllimi heç bir yerə getdi.	Mənzillərin sahibinə çox həssasdır.	contradictory
Xanım Cavendish, qayınatanın otağında.	Xanım Cavendish binanı tərk etdi.	contradictory
Amma qəhvə bağışladığınızı düşündüm.	Daha çox qəhvə içməyə söz verdiyinizi düşündüm.	contradictory
Biz hər zaman kokuyoruz.	Biz həmişə kədərlənirik.	entailment
Giderek bağımsız bir dünyada Amerikalıları etkileyen bir çox baskı problemi yalnız başqa ülkelerle işbirliği yolu ilə ele alınabilir.	Biz müstəqil olmalı və digər millətlərlə söhbətdən və işləməmişik.	contradictory
Ca 'daan davam etdi.	Ca 'daan dayandırmaqdan imtina etdi.	neutral
Qaydalar televiziya yayımçılarının Uşaq Televiziyası Proqramlaşdırma Hesabatını ehtiva edən ictimai yoxlama üçün faylları saxlamaq və bu proqramların başlanğıcında uşaqları məlumatlandırmaq və məlumatlandırmaq üçün nəzərdə tutulmuş proqramları müəyyənləşdirmək və bu məlumatları proqram təlimatlarının naşirlərinə təqdim etmək tələb olunur.	Qaydalar yayımçıların uşaqların televiziya proqramları haqqında bir fayl saxlamağa imkan verir.	entailment
yaxşı ki, çünki necə isti mən ən çox soyuq kimi deməkdir orada qışda orada nə qədər var	Qışda yaşadığım hər zaman isti.	neutral
Hər bir kişi dəri zirehini geydi və ağır atıcılar üslubunda geyinmişdi.	Kişi çılpaq idi.	contradictory
Adam anında ölmüşdü.	Adam mükəmməl idi.	contradictory
Yaz aylarında pirinç yaşıl məxməri battaniyanı meydana gətirir, sonra payızda qızıldan dönür və biçilir.	Pirinç yayda qızıl və məhsuldar, lakin payızda yaşıl olur.	contradictory
1930-cu illərdən başlayaraq, Daily Worker və New Masses kimi sosialist sənədlər Marks və Engels'in məqalələri ilə bibər qazılmışdı. Təhsil Liberator öz libertarian ekvivalentlərinə istinad edərək bibərlənmişdi - Friedrich Hayek və Ludwig von Mises.	30-cu illərdə sosialist qəzetlərdə Marksdan sitat gətirilmişdir.	entailment
Hər hansı bir iğne elementinin əsl məqaləsi (aşağı idxal və ya maşın hazırlanmış bir parçaya qarşı) olduğundan əmin olmağınız üçün, M ilə birlikdə bir mühərrik möhürünü axtarmaq, IBTAM emblemi, Instituto de Bordado tərəfindən təsdiqlənmişdir, Tapecaras e Arte? sanata da Madeira (Madeira naxışçılığı İnstitutu, goblen və əl sənətləri institutu), Rua Visconde de Anadia 44-də showroom / muzeyi olan rəsmi bir ada təşkilatı.	İtaliyada hazırlanmış xalça məmulatlarında orijinallığını göstərmək üçün bir möhür var.	neutral
"Mən bu Multivista heyətinə daxil deyiləm, çünki Kuchara üzərində bir yerdə günəşin gözəl bir hiperhəssaslığına nisbətən ksefiq dalğaları ilə qızardılmış soğanın müqayisəsi ilə müqayisədə bəzi dumpy sistem nədir? zəngin bir cüzdanın içərisində kredit membranları üçün bölüşdürən, xoşbəxtlik hormonlarının salınmasını artıran maddələrlə zənginləşdirilmiş sintetik olaraq səmərəli süddə süzülmüş bir briessante rulonun möhtəşəm qoxusuna nisbətən müqayisədə iki il əvvəl üç deyil "", deyə Gonzo yalnız həyat problemini həll edən bir adam üçün xarakterik bir tonda."	O, bu multivista məhsulları içərisində deyil, çünki səmərəli südə süzülmüş bir darçın rulonun möhtəşəm qoxusuna nisbətən bəzi dökmə sistemi var.	entailment
Zənnimcə, nə işə bitdiyimdən asılı olmayaraq, ictimai işi etmək üçün bu peşə içində bir yol tapardı, çünki mənim öyrəndiklərim bu idi, dedi Zelon.	Bu, ictimaiyyət üçün qaydaları daha yaxşı hala gətirməkdə kömək etmək üçün bankçı kimi yerləşdirmək kimi.	neutral
Clark ayrıca Redgrave ilə evliliyində davam edə biləcəyinə ümid etdiyini ifadə etdi.	Clark evliliklərini davam etdirəcəyini ümid etdi.	entailment
Misal üçün, yoxsulluq Qərb ölkələrində yaşayan insanlar üçün olduğu kimi, utanc hissi yaratmır.	Yoxsulluq hər hansı bir ölkədə utanc hissi yaratmır.	contradictory
Jaisalmer yoluna qayıdarkən, son bir sıçrayış rəngli sahəyə dalmadan əvvəl duyğuları sevindirir, qırmızı isti bibər balığı ilə dotted.	Jaisalmerə gedən yol, sürüşmək üçün qüsursuz və xoşagəlməz bir haldır.	neutral
Vicksburqdakı döyüş meydanına getmək üçün bir şans əldə etsəniz, Vicksburqdan bəzi qruplar olduğunu bildiyiniz bəzi uhlar verdilər. Bəzi Texas uh qrupları var idi və orada maraqlı bir vaxt var idi	Vicksburqda Şimali Karolina qoşunları da var idi.	neutral
mən demək istəmirəm ki, hər halda olmalıdır	Mən belə bir şəkildə olmağı düşünmürəm	contradictory
Həm də təzminat komitələri rəhbərliyə şirkətin və səhmdarlarının özləri ilə qarşılaşdıqları doğru şeyləri etməyə təşviq edilməsi üçün təzminatın təsirlərini başa düşməlidirlər.	Kompaniyanın və onun səhmdarlarının özləri ilə qarşılıqlı idarə etməsinə maneə törətmək təzminatlarının təsiri həmişə kompensasiya komitələri tərəfindən nəzərə alınmamalıdır.	contradictory
"Dördüncü əsr Roma imperatoru Gratianus erkən bir ziyarətçi idi, daha sonra romantik şair Alphonse de Lamartine, Kraliça Victoria, Saint-Sa kimi şüarlar tərəfindən izlədi. ""Ns və Rachmaninov."	Gratianus Roma imperatoru idi.	entailment
Mən özümə görə məhkəməyə getdim və onlara həqiqəti söylədim, amma mənə heç bir yaxşılıq etməyib.	Mən getdim və məhkəmədə həqiqəti söylədim, amma mənə yaxşılıq etmədi.	entailment
Daha çox Bağlantılar'ı (sağ tərəfdən Müxtəlif), və üzərindən basın	Çeşitli altında tıklamaya bağlantı yoxdur.	contradictory
və mən bunu izləyərək başlamışdım və gələn həftənin birində qəflətən qalmağımın hamısını izlədim və nə girdim	Mən bildiyim halda bunu seyr etməyə başlamırdım.	neutral
heç bir oh oh yaxşı qayğı yoxdur	İndi bəyə gedin.	entailment
"""Salam, Ben. ''"	Mənə bənzəmədi	contradictory
necə bunu sübut edə bilərsiniz	Bunu necə sübut edə bilərəm?	entailment
Bu, 1812-ci ildə Napolyonu Moskvadan və Moskvadan 1904-cü ildən etibarən 4-at gücünə malik Renault avtomobilinə və əsrin digər klassik növlərinə qədər aparan məşqçilərdən hər cür nəqliyyat vasitələri göstərir.	Sərgidə yalnız 2000-ci illərdən avtomobillər göstərilir.	contradictory
Bu icra nümayəndəsinin sözlərinə görə, şəhər bürosunun görüşləri müştərilərin məmnunluq səviyyəsinin yaxşılaşdırılmasına kömək etdi, çünki veteranlar özləri üçün ən vacib olan narahatlıqları müəyyənləşdirdilər, VBA əməkdaşlarının fayda iddiaları üzərində işləyən birbaşa çıxış əldə etdilər və iddia prosesini daha yaxşı bilirdilər.	İclasın öz iclasları müştəri məmnuniyyətinin səviyyəsinin yaxşılaşdırılmasına kömək etdi.	entailment
Bir neçə saat çox pis deyil	Gözləməyi sevmirəm, hətta 10 dəqiqə.	contradictory
Şərqdə yeni bir müsəlman hakimiyyəti yüksəlməyə başladığı zaman xristian qüvvələri geri çəkildi.	Xristian qüvvələri güclü olmasına baxmayaraq, onlar geri çəkilməkdə idi.	neutral
Həqiqi xeyriyyəçilik özünü büruzə verən yüksək səviyyəli nüfuza söylənilir	Gerçək xeyriyyə özünü aldatdı, bizlərə xəbər verildi.	contradictory
Bəli, nə ilə qarşılaşdıqları zaman nə edəcəyik	Peer təzyiqi ilə qarşılaşacaqlar və heç bir şey deməyəcəklər.	neutral
Müttəfiq məktəbdən bir il keçən avtosalonlarda orta hesabla 90,000 dollardan az olan və 31,000 ABŞ dolları təşkil edən hüquqi yardım təşkilatlarında əmək haqqı verilməsi ilə məşğul olanlar, işi ödəyə bilmədilər.	Yeni vəkillərin kütləvi qanun məktəb borcu var.	entailment
Burada bir köynək baş, iki başlı bir keçi və Marilyn Monroe heykəli parçalanmış puldan, digər maraqları görəcəyik.	Curiosities biri iki başlı keçi edir.	entailment
Cümə axşamı hakimi, Coconino İlçe Üstün Məhkəməsinin Fəxri Charles Adams, razılaşdı, amma çox yüksək səviyyədə özünü göstərməyi rədd etdi.	Özünü təmsil edən hörmətli Charles Adams təşviq etdi.	contradictory
"O, daha çox yaşlı, Cənubi qara kişilərdən ibarətdir, ona ""Jumper"" və ""Black Cat"" adlanır."	Olan adamlar qrupu ona takılmak istəmiş, ona ləqəbli Jumper verdi.	entailment
Lac du Bourget kənarında yerləşən bu zərif spa şəhəri əsrlər boyu romatizma və digər xəstəliklər üçün müalicə təklif etmişdir.	Şəhər yalnız son 50 ildə quruldu.	contradictory
sağ yaxşı da bu gözəl bir şəhərdir amma problem gençken ilk dəfə məni Las Vegas'a götürdü və yer üzündə ən darıxdırıcı yer idi	Mən Las Vegası bildiyim ən darıxdırıcı bir yer.	entailment
'Az səs.	Sessiz olun.	entailment
öz paltarlarımı edə biləcəyəm	Öz geyimimi edə biləcəyəm.	entailment
Çay Parisə bütün səfərlərdə əsas rol oynayır.	Çay Parisə bütün məzuniyyətlər üçün çox vacibdir.	entailment
onlar ikidilli olması lazım idi	İki dillənməlidirlər	entailment
Oh, Czarek, amma bizə nə olacaq?	Czarek bu gün heç bir sual soruşulmadı.	contradictory
Çıxdığımda tamamilə səhv deyildi.	100 faiz yanlış oldum.	contradictory
Yerli 'Məni qazan, mənə böyük bir qanun verin ...	n / a	contradictory
"Hər halda - bitdi. """""	Bitti.	entailment
Bitki ekstraktı hafif demansın müalicəsində və Alzheimerin yaddaş itkisinin qarşısını almaqda müvəffəqiyyət göstərir.	Bitki ekstraktı demensiyanın müalicəsində çox yaxşı deyil.	contradictory
Çətin hazırlanan Fransız qoşunları üzərində yüngül bir qələbə qazandıqdan sonra, Almanlar Parisə getdi və nəhayət, 1871-ci ilin yanvarında qidalanma qabiliyyətinin qarşısını almaq üçün şəhəri mühasirəyə almışdı.	Paris Almanlara təslim olmaqdan bədbəxt idi.	neutral
Buna görə simgeler var gücə malikdirlər.	Buna görə də Allah məni hərəkətə gətirir.	contradictory
Məhsul inkişaf prosesinə kritik olaraq, müəyyən konkret dizayn və istehsal biliklərinin alınmasına və əldə olunan məlumatın növbəti inkişaf mərhələsinə və ya istehsalata keçid üçün lazım olan artan investisiyanı dəstəkləyəcəyini müəyyənləşdirməyə imkan verən fəaliyyətlər olmuşdur.	Əldə edilən bilik sonrakı addımın daha da inkişafı və ya istehsalı olub-olmadığını müəyyənləşdirəcəkdir.	entailment
Mən ağılsız qürurlu deyildim.	Mənim qürurum çox ağılsız idi.	entailment
Sözü qızın hər iki qulaqlığına birbaşa pıçıldayıb sanki başını doldurdu.	Qız çox sakit danışdı.	entailment
və onların bir çox qaydaları və qaydaları aydın deyil, belə ki, Austində yazılı olan TACB-ə kömək edən ekoloji menecerimiz var və hey burada TI	Orada qaydalar həqiqətən aydın deyil, ona kömək etmək üçün menecerlərdən soruşuruq.	entailment
Bunlar arasında, Patan Muzeyini (Nepalin ən yaxşı və ən müasir muzeyi) qırmızı kərpic Royal Palace, dar kərpic zolağı boyunca saray qarşısında duran, müxtəlif üslub və ölçülərdən səkkiz məbəddir.	Patan Muzeyi qırmızı kərpicdən Kral sarayından çıxır.	contradictory
Bəli, Luiziana kimi bir Ku Klux Klan üzvü kimi bir şey olan uh oğlan bu barədə düşünərkən qorxudan bir növ seçilmişdir.	A Ku Klux Klan üzvü Louisiana seçildi.	entailment
ya da ən azı əvvəlcə bu barədə bir şeyləri etməyə çalışırlar	Ən azından bu mövzuda bir şeyləri cəhd edə bilərlər.	entailment
Mən i, həqiqətən, heyran deyiləm, mən üç ildir ki, Almaniyada yaşayan mən i xizək ilə heyran deyiləm indi i digər idman kimi bilirsiniz kimi istəyirəm, amma onlar haqqında real həyəcanlı deyiləm	Mən qış idmanlarının böyük bir pərəstişkarı deyiləm.	entailment
Ümumi təhsilə sadiqlik - müxtəlif ixtisaslar üzrə tənqidi düşünməni inkişaf etdirmək üçün nəzərdə tutulan kursların ardıcıllığı - erkən ixtisaslaşmaya qarşı.	Ümumi təhsilin əsas məqsədi tələbələrin tənqidi düşünmə bacarıqlarını inkişaf etdirməkdir.	entailment
Tədqiqatın nəzəri cəhətdən ölçülü iqtisadiyyatı möhkəm deyildir.	Ölçək iqtisadiyyatı çevikdir.	neutral
Milli qənaət, köhnə zavod və avadanlıqların əvəzlənməsi və daha çox və daha yaxşı səmərəli mal almaq üçün sərmayə üçün mövcud olan resursları təmsil edir.	Köhnə fabriklər və avadanlıqlar, milli qənaət olmadıqda belə əvəz olunmadı.	contradictory
Digərləri süfərgilərin təpənin üzərindən olduğunu və orta əsrlərdən uzaqlaşdıqlarından şikayətlənir.	Kimsə superstarslardan şikayətlənir.	contradictory
Təcrübəli metodistlərlə əməkdaşlıq vacibdir, lakin bu əməkdaşlıq xüsusilə ED məkanında baş verə biləcək şeylərə diqqət yetirməlidir.	Təcili metodistlərlə işləmək vacibdir.	entailment
onların demoqrafik araşdırmalarını bilirsiniz ki, hər kəsin İQ dramatik və ya bir şey düşdüyünü bilirsiniz	Tədqiqatlar onların IQ-ni olduqca artırdığını göstərdi.	contradictory
