premise	hypo	label
Nes jis vaidina mano vaikystės vaizduotę.	Menas vaidina mano jaunąją vaizduotę.	neutral
tai lėtai dabar yra daug geresnių mašinų	Tai greičiausias kompiuteris, nesvyksite geriau.	contradictory
Šventovės centre maža granito šventykla kažkada surengė šventą Horo barelį.	Horus yra dievas.	neutral
Apsvarstykite Jungtinių Valstijų pašto tarnybą.	Pamirškite Jungtinių Valstijų pašto tarnybą.	contradictory
Pilnas kostiumas.	Jis dėvi talismano kostiumą.	neutral
Nors jūsų kelionė bus sudėtinga, o kartais abejojate, nauda klientams yra verta, o pasitenkinimas išgirsti net labiausiai pasipriešinusius priešininkus sako, kad naujoji sistema yra geresnė už tą, kuri buvo anksčiau naudingas.	Naujoji sistema atrodo daug sudėtingesnė, bet galiausiai lengviau ir nuodugniau.	neutral
Paimkite nepaprastą statistiką, kad Shesol cituoja, bet leidžia perduoti santykinai nepatyrimą.	Jie turėjo duomenų, kurie buvo labai svarbūs, tačiau buvo naudojami.	entailment
Tai galėjo atrodyti kaip manna iš dangaus - iki tūkstančių dolerių, dažnai netikėtai, į šį pusmetį atvyko į pusė milijono Kentukio ir Indiana gyventojų.	Neseniai kongreso pasiūlytas įstatymas sukėlė tūkstančius dolerių iš Kentukio gyventojų.	contradictory
Gaukite asmenis investuoti savo laiką ir finansavimas.	Jei asmenys investuos savo laiką, taip pat bus finansuojama.	entailment
Aš dažnai manau, kad „Gee“ norėčiau, kad turėjau vaizdo kamerą, nes galėčiau įsitikinti, kad naudoju dešimt tūkstančių dolerių, bet man patinka tokie dalykai kaip vakarinis šešėlis su Burt Reynolds.	Man reikalingos vaizdo kameros yra labai brangios.	neutral
Žmogus ant žemės galvoja apie akimirką ir šaukia atgal. Turite dirbti vadovybėje.	Ant žemės nebuvo nė vieno, vyro ar moters.	contradictory
Tačiau, jei vertinimo klausimas reikalauja, kad GAO praneštų apie tai, kaip patenkinama pažanga, ar įgyvendinimo problemų priežastys, tuo daugiau darbuotojų, kurie laikui bėgant gali būti vietoje, su ricHe ar storiausiu pagrindu situacijai ištirti, kaip daugelis dalyvaujantys žmonės tai mato, patikimesni mūsų priežastinės išvados ir vėlesnės rekomendacijos.	Jei GAO turi pranešti apie pažangą, rekomendacijos bus gerokai prastesnės.	contradictory
Ekonomika gali būti dar geresnė.	Ekonomika niekada nebuvo geresnė.	contradictory
Kalnai ir kalnai yra ypač pašventinti Jainizmo kultūroje.	Jainizmo kultas nekenčia prigimties.	contradictory
Pradėta statyti garsių pastatų (ar žemių).	Žemė liko apleista.	contradictory
Šios nuostabios kultūrų amalgamos viduryje yra aistros tęstinumui.	Aistras tęstinumui nėra svarbiausia iš šių kultūrų.	neutral
Nepamirštant scenos kaip žirgų gabenimo, populiarios delikateso, raketos dalies ir galimybės išgirsti Gail Sheehy (kuris, atrodo, gauna nemokamą važiavimą iš naujienų viktorinos dalyvių), šis klausimas, bet reikalavo išradimo išradimo smurtinis teatro renginys, ir tai nėra lengva.	„Gail Sheehy“ yra populiarus taikymas kitoms parodoms.	neutral
Nekilnojamas turtas buto savininkui niekur nebuvo.	Buto savininkas yra labai jautrus.	contradictory
Ponia Cavendish yra savo tėvo kambaryje.	Ponia Cavendish paliko pastatą.	contradictory
Bet aš maniau, kad prisiekėte kavą.	Maniau, kad pažadėjote gerti daugiau kavos.	contradictory
Mes visą laiką smirdame.	Mes visada smirdame.	entailment
Vis labiau tarpusavyje priklausomame pasaulyje daugybė neatidėliotinų problemų, kurios turi įtakos amerikiečiams, gali būti sprendžiamos tik bendradarbiaujant su kitomis šalimis.	Turėtume būti nepriklausomi ir likti nuošalyje nuo kalbėjimo ir darbo su kitomis tautomis.	contradictory
Ca 'daan tęsė.	Ca 'daan atsisakė sustoti.	neutral
Pagal taisyklę reikalaujama, kad transliuotojai tvarkytų visuomenės tikrinimo rinkmeną, kurioje būtų Vaikų televizijos programavimo ataskaita, ir nustatyti programas, specialiai sukurtas vaikų švietimui ir informavimui šių programų pradžioje, ir pateikti tokią informaciją programų vadovų leidėjams.	Pagal taisyklę transliuotojai tvarko bylą apie vaikų televizijos programas.	entailment
gerai, nes kaip karšta, kaip norėčiau, kaip ir šalčiausiai, kad ji ten pateks, kiek tai yra	Tai karšta visą laiką, kur gyvenu, įskaitant žiemą.	neutral
Kiekvienas iš vyrų dėvėjo odos šarvus ir apsirengė sunkiųjų vairuotojų stiliaus.	Vyrai buvo nuogas.	contradictory
Žmogus turėjo mirti akimirksniu.	Žmogus buvo visiškai gerai.	contradictory
Vasarą ryžiai sudaro žalią aksominę antklodę, tada rudenį ji tampa auksine, kai ji brandinama ir nuimama.	Vasarą ryžiai yra aukso ir derliaus, tačiau rudenį jie tampa žalūs.	contradictory
Kaip ir „Daily Worker“ ir „New Masses“, 1930-ųjų socialistiniai dokumentai, buvo paminėti Marxo ir Engelso citatais, „Švietimo liberatorius“ yra parašytas nuorodomis į jų liberalų ekvivalentus - Friedrichą Hayeką ir Ludwigą von Misesą.	30-ojo dešimtmečio socialistiniuose dokumentuose buvo panaudoti Marxo šaltiniai.	entailment
Kad įsitikintumėte, jog bet koks rankdarbių gaminys yra tikrasis gaminys (priešingai nei prastesnis importas ar mašininiu būdu pagamintas gabalas), ieškokite švino antspaudo su M, IBTAM emblema, o tai reiškia, kad jis buvo patvirtintas Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Madeiros siuvinėjimo, gobelenų ir amatų institutas), oficiali salų organizacija, turinti parodų salę / muziejų Rua Visconde de Anadia, 44.	Italijoje pagamintų siuvimo dirbinių autentiškumo įrodymas yra antspaudas.	neutral
Aš ne į šią „Multivista“ medžiagą, nes tai, kas yra kai kuri dulkinga sistema, lyginant su nuostabiu saulės spinduliavimu Kucharoje, lyginant su auksiniais svogūnais, keptais su kse-fi bangomis, lyginant su skaičiumi kreditinių membranų skirstytuvai turtingo žmogaus piniginėje, lyginant su nuostabiu briessante ritinio kvapu, kuris buvo sintetiniu būdu praturtintas sveikais pienais, praturtintomis medžiagomis, skatinančiomis laimės hormonų sekreciją, tai dar prieš du metus, o ne trys, - sakė Gonzo tonas, būdingas žmogui, kuris tiesiog atrado savo gyvenimo problemos sprendimą.	Jis nėra į šią multivista medžiagą, nes tai, kas yra tam tikra šiukšlių sistema, palyginti su nuostabiu cinamono ritinio kvapu, dunktu sveikame piene.	entailment
Nesvarbu, ką aš padariau, manau, kad būtų buvęs tam tikroje profesinėje veikloje, kad galėčiau atlikti viešą darbą, nes tai buvo, ką aš mokiau, sakė Zelonas.	Tai tarsi kaip bankininko postacija, padedanti geriau reglamentuoti visuomenę.	neutral
Klarkas taip pat išreiškė viltį, kad jis ir Redgrave gali tęsti santuoką.	Klarkas tikėjosi, kad jis galės tęsti santuoką.	entailment
Pavyzdžiui, skurdas nesukelia gėdos jausmo, kaip ir Vakarų šalyse gyvenantiems žmonėms.	Skurdas nesukuria gėdos jokioje šalyje.	contradictory
Grįžtant į Džaisalmerį, vienas paskutinis spalvos švelnus pojūčius pojūčius, prieš pasinerdamas į laukus, dotted su raudonais karštais čili pipirais.	Kelias į Džaisalmerį yra sunkus ir nemalonus važiuoti.	neutral
jie pristatė kai kurias žinias, kad jie buvo kai kurios grupės, Vicksburg, jei jūs kada nors gausite galimybę pereiti į Vicksburgą Vicksburgo mūšio lauke, kur yra ten, kur buvo keletas Texas uh grupių ir ten buvo įdomus laikas ten	Vicksburge taip pat buvo Šiaurės Karolinos kariai.	neutral
tai reiškia, kad manau, kad tai turėtų būti	Nemanau, kad tai turėtų būti	contradictory
Be to, kompensavimo komitetai turi suprasti kompensacijos pasekmes, kad paskatintų vadovybę daryti teisingą dalyką bendrovei ir jos akcininkams prieš save.	Kompensavimo komitetai visuomet turėtų ignoruoti kompensacijos poveikį, skatinantį valdymą daryti teisingą bendrovės ir jos akcininkų darbą.	contradictory
Ketvirtojo amžiaus romėnų imperatorius Gratianus buvo ankstyvas lankytojas, kuriam vėliau sekė tokie šviestuvai kaip Romantinis poetas Alphonse de Lamartine, karalienė Viktorija, Saint-Sa? «Ns ir Rachmaninovas.	Gratianus buvo romėnų imperatorius.	entailment
Taigi, aš pats nuėjau į teismą ir papasakojau jiems tiesą, bet tai man nepadarė.	Aš nuėjau ir pasakiau tiesą teisme, bet tai man nepadarė.	entailment
Spustelėkite Daugiau nuorodų (dešinėje pusėje po Įvairūs) ir iš	Nėra nuorodų, kurias galite spustelėti „Įvairūs“.	contradictory
ir todėl aš pradėjau žiūrėti jį ir staiga pasilikau kitą savaitę, ir aš nuėjau	Aš nežiūrėjau, jei žinotų.	neutral
ne, o ne taip gerai	Iki kol kas .	entailment
„Sveiki, Ben. „	Aš ignoravau Ben	contradictory
kaip galite tai įrodyti	Ar galite man pasakyti, kaip tai įrodyti?	entailment
Jame rodomos visų tipų transporto priemonės, nuo trenerio, kuris 1812 m. Nuvažiavo į Napoleoną ir iš Maskvos, iki nuostabaus 4 arklio galingumo Renault automobilio nuo 1904 m.	Parodoje rodomi tik automobiliai nuo 2000-ųjų.	contradictory
Pasak šios vadovybės, miesto rotušės susitikimai padėjo pagerinti savo klientų pasitenkinimo lygį, nes veteranai nustatė jiems svarbiausius susirūpinimą keliančius dalykus, gavo tiesioginę prieigą prie VBA darbuotojų, dirbančių jų naudos reikalavimuose, ir geriau suprasti ieškinių procesą.	Savo salės susitikimai padėjo pagerinti jo klientų pasitenkinimo lygį, sakė vykdomoji valdžia.	entailment
gerai matyti, kad pernelyg blogai pora valandų	Man nepatinka laukti, net 10 minučių.	contradictory
Rytuose krikščioniškosios jėgos atsitraukė, kai pradėjo kilti nauja musulmonų jėga.	Nors krikščioniškosios jėgos buvo stipresnės, jos buvo atsitraukusios.	neutral
Mums buvo pranešta apie pagrįstai aukštą autoritetą, kad tikra meilė nekenčia savęs	Tikras meilės vaikas pats sako, mums buvo pasakyta.	contradictory
taip ir ką daryti, kai jie susiduria su juo	Jie susiduria su tarpusavio spaudimu ir turės pasakyti „ne“.	neutral
Su advokatais vienerius metus nuo absolventų mokyklos vidutinis skolos dydis yra mažesnis nei 90 000 JAV dolerių, o teisinės pagalbos organizacijose pradiniai atlyginimai siekia vidutiniškai 31 000 JAV dolerių.	Nauji advokatai turi didžiulę teisės mokyklų skolą.	entailment
Čia matysite susitraukusią galvą, dviejų galvų ožką ir Marilyn Monroe statulą, pagamintą iš susmulkintų pinigų.	Vienas iš įdomybių yra dviejų galvų ožka.	entailment
Ketvirtadienio teisėjas, gerbiamas Čarlso Adamsas iš Coconino apygardos aukštesniojo teismo, sutiko, bet labai atgrasino save atstovauti.	Savęs atstovavimą skatino gerbiamasis Čarlzas Adamsas.	contradictory
Jis daugiausia užsikabina su grupe vyresnio amžiaus, pietinių juodų vyrų, kurie jį vadina Jumper ir Black Cat.	Vaikinų, kuriuos jis linkęs pakabinti, grupė davė jam slapyvardį Jumper.	entailment
Šis elegantiškas kurortinis miestas Lac du Bourget pakraštyje šimtmečius pasiūlė gydyti reumatas ir kitas ligas.	Miestas buvo įkurtas tik per pastaruosius penkiasdešimt metų.	contradictory
teisus gerai, tai yra gražus miestas, bet problema yra tokia, kaip pirmasis pavyzdys, kai buvau jaunas, jie paėmė mane į Las Vegasą ir tai buvo nuobodu vieta žemėje	Manau, kad Las Vegasas yra pati nuobodiausia vieta.	entailment
„Mažiau garsiai.	Būkite ramūs.	entailment
galėsiu padaryti savo drabužius	Galėsiu padaryti savo drabužius.	entailment
Upė atlieka pagrindinį vaidmenį visuose Paryžiaus vizituose.	Upė yra svarbiausia visų atostogų į Paryžių vieta.	entailment
jie turėtų būti dvikalbiai	Jie turėtų būti dvikalbiai	entailment
O, Čarekas, bet atsitiks su mumis?	Tą dieną Czarekas nebuvo užduota jokių klausimų.	contradictory
Pasirodė, kad aš visiškai negerai.	Buvau 100 proc. Klaidingas.	contradictory
Native 'Me laimėti, man passum heap didelis įstatymas ...	n / a	contradictory
"Bet kokiu atveju - tai baigėsi. """	Baigta .	entailment
Žolelių ekstraktas rodo sėkmę gydant lengvas demencijas ir užkirsti kelią Alzheimerio atminties praradimui.	Vaistažolių ekstraktas nėra labai geras gydant demenciją.	contradictory
Po žaibiškos pergalės prieš netinkamai paruoštas prancūzų armijas, vokiečiai žygiavo į Paryžių ir apsupo miestą, kuris pagaliau 1871 m. Sausio mėn.	Paryžius buvo nepatenkintas perduoti vokiečiams.	neutral
Štai kodėl piktogramos turi galios.	Štai kodėl Dievas mane perkelia.	contradictory
Kritiškas produkto kūrimo procesui buvo veikla, leidžianti surinkti konkrečias projektavimo ir gamybos žinias ir sprendimų peržiūrą, siekiant nustatyti, ar surinktos žinios padėtų padidinti investicijas, būtinas pereiti į kitą kūrimo etapą arba į gamybą.	Gautos žinios nustatytų, ar kitas žingsnis buvo tolesnis kūrimas ar gamyba.	entailment
Sakė, kad buvau kvailiai didžiuojasi.	Mano pasididžiavimas buvo kvailas, netinkamas.	entailment
Žodis užpildė galvą, tarsi mergina šnabždėjo tiesiai į abi ausis.	Mergaitė labai tyliai kalbėjo.	entailment
ir daug jų taisyklių ir reglamentų nėra aiškūs, todėl mes turime aplinkosaugos vadybininką, kuris padeda TACB, kuris yra rašomas Austine, ir žiūri, ką darėme čia TI.	Taisyklės nėra tikrai aiškios, todėl prašome mūsų vadovo pagalbos.	entailment
Tarp jų yra raudonų plytų karališkieji rūmai, kuriuose dabar yra Patano muziejus (Nepalo geriausias ir moderniausias muziejus), o priešais siaurą plytų aikštę - aštuonios skirtingų stilių ir dydžių šventyklos.	„Patan“ muziejus yra už gatvės nuo raudonųjų plytų karališkųjų rūmų.	contradictory
taip, kaip ir Luizianoje, kur tas vaikinas, kuris yra kaip Ku Klux Klan narys, kažką išrinko baisu, kai galvojate apie tai	Ku Klux Klan narys buvo išrinktas Luizianoje.	entailment
arba bent jau jie bando tai daryti pirmiausia	Jie gali bent jau pabandyti ir padaryti ką nors apie tai.	entailment
Aš nesu tikrai sužavėtas, nes aš turiu galvoje, kad gyvenau Vokietijoje trejus metus. Aš buvau ne įspūdis, kad dabar man patinka, kad mėgstu žiemos sportą, bet aš nesu tikras malonumas apie juos	Aš nesu didelis žiemos sporto gerbėjas.	entailment
Tai įsipareigojimas bendrojo lavinimo srityje - kursų seka, kuria siekiama plėtoti kritinį mąstymą įvairiose disciplinose - priešingai nei ankstyvoji specializacija.	Bendrojo ugdymo tikslas - ugdyti studentų kritinio mąstymo įgūdžius.	entailment
Teoriškai masto tiekimo ekonomika nėra specifinė.	Skalės ekonomika yra lanksti.	neutral
Nacionalinis taupymas - tai ištekliai, skirti investicijoms, kuriomis siekiama pakeisti senas gamyklas ir įrangą bei pirkti daugiau ir geresnių gamybos priemonių.	Senosios gamyklos ir įranga niekada nepakeičia, net jei tenka taupyti nacionaliniu mastu.	contradictory
Kiti skundžiasi, kad superžvaigždės yra virš kalno, ir iškelia vidutinišką darbą.	Niekas nesiskundžia dėl superžvaigždžių.	contradictory
Svarbu bendradarbiauti su griežtais metodikais, tačiau šie bendradarbiavimai turi sutelkti dėmesį į tai, ką galima pasiekti konkrečiai ED nustatyme.	Svarbu dirbti su griežtais metodikais.	entailment
jūs žinote jų demografinius tyrimus, kad jie tai parodo, kad žinote, kad kiekvieno IQ smarkiai sumažėjo arba kažkas	Tyrimai parodė, kad jų IQ labai padidėjo.	contradictory
Be federalinių finansų organizacijų paramos, programų vadovai gali nesugebėti nustatyti ar apginti su vyriausybės veikla susijusių išlaidų ar naudos.	Federalinės finansų organizacijos yra geriausias informacijos šaltinis programos vadovams.	neutral
Sąjungoje yra apie 4000 narių Kanadoje.	Kanadoje gyvenanti sąjunga turi 100 narių.	contradictory
bet tada mes pradėjome žiūrėti jį ir, kaip ir nauji, yra gana kieti, nes jie patiko kaip ypatingi, pavyzdžiui, ypatingi dalykai, kurie patinka šūdas su protu	Naujieji turi dalykų, kurie gali dulkėti su jūsų protu.	entailment
2000 m. BNP buvo mažesnis už BVP, nes pajamų iš kitų pasaulio šalių pajamos buvo mažesnės nei JAV mokėjimai likusiam pasauliui.	JAV sumokėjo daugiau lėšų likusiam pasauliui, nei likusiam pasauliui, gaunamam iš pajamų.	entailment
"Ar turite kokių nors patarimų, kad galėtumėte mums prieš tai išvalyti? """	Ką turėtume žinoti?	entailment
ir jie ima daugiau pinigų iš mūsų, o žmonės, ir gausime, ir jie neturi jokios paskatos dirbti, jei mes tik imsimės 50 proc.	Žmonės turi daug paskatų dirbti, nes jie paima namo kiekvieną užsidirbtą centą.	contradictory
Jie labai priklausė nuo antrojo didelio užsikrėtimo principo, ir tai, atrodo, buvo susieta su tam tikra asociacija per ženklus ir namus bei planetų kursus.	Ženklai, namai ir planetų kursai daro didelį poveikį kasdieniam gyvenimui.	neutral
Manau, kad finansiniai planuotojai dabar jau ketverius metus treniravosi, kad mūsų įmonės ir mūsų gyvenimas atitiktų kredito kortelių tvarkymo būdus, kaip pasakyti, kad žinote pinigų rinkas ir tokio pobūdžio dalykus	Finansų planuotojai nesuteikia žmonėms problemų, susijusių su kredito kortelėmis.	contradictory
