premise	hypo	label
Kriptoda Voltaire va Rousseau, Hugo va Zolaning qoldiqlari, Sotsialistik rahbari Jan Jaurisni o'ldirgan va ko'rlar uchun alifbo muallifi bo'lgan Louis Brailleni o'ldirishgan.	Voltaire va Rousseau, Hugo va Zolaning qoldiqlari, sotsialistik rahbari Jan Jaurys va Luiz Braillening o'ldirilishi, ularning hammasi kriptoda o'ynashgan.	entailment
Uh, uh ismli bir er-xotin bor, um, u ismini endi uxlardi Dirkson	Men ularning ismlarini eslay olmayman	entailment
Poirot, men ikkalasining qo'lidan ushlab, yengillashtirdim va uni xonaga sudrab keldim.	Poirot endi orqaga qaytib keldi va men o'z tergovimni ko'rib chiqqanimni o'zim qabul qilaman deb pushaymon bo'ldim.	contradictory
Aswan so'zi aslida qadimiy Misrdagi savdo yoki bozor ma'nosini bildiradi, bu uning eng mashhur faoliyatidan dalolatdir.	Asvanning ma'nosi vaqt o'tishi bilan o'zgarmadi.	contradictory
yaxshi bozor nima va qanday bo'lishi mumkin	Bozor har qanday narsani olib kelishi mumkin emas.	contradictory
Yaponiyaning yangi hukmdorlari qanchalik tez yugurayotganini ko'rsatish uchun 19-asrda qurol-yarog 'diplomatiyasining ulkan tarzda Koreya va Xitoyga qarshi ikkita jazo ekspeditsiyasi boshlandi.	Yaponiyaning yangi hukmdorlari tezda qo'lga olindi.	entailment
Ishonch fondi 2016 yilda pul tanqisligi bilan kurashni boshlaganda, umuman olganda, hukumat ijtimoiy xavfsizlikning noaniqlikdagi prognozlarini kamaytirish, aholidan qarz olish, boshqa soliqlarni yig'ish yoki ijtimoiy to'lovlarni kamaytirish yo'li bilan ijtimoiy ta'minotning naqd pulini to'lash uchun mablag' bilan ta'minlanishi kerak. boshqa davlat xarajatlarini kamaytirish.	Umuman olganda, jamoatchilik ijtimoiy ta'minotni moliyalashtirish uchun hukumatning boshqa sohalardagi xarajatlarini kamaytirishni afzal ko'radi.	neutral
Ushbu tashkilotlar o'zlarining jarayonlarini tushunish uchun vaqt va kuch sarflashadi va bu jarayonlar missiyalarning bajarilishiga to'sqinlik qiladi.	Ushbu tashkilotlar ba'zi jarayonlar qanday qilib o'z hissasini qo'shishi mumkinligini tushunish uchun ko'p vaqt sarflaydi	entailment
va u siz bilan yaxshi gaplashadi	Men har kuni siz bilan gaplashaman.	neutral
Siz haqiqatga erishasiz.	Faktlar siz uchun ochiqdir.	entailment
Tuzilishi muhiti muhandislik ishlab chiqarish ishlab chiqarish (barcha tezkor asbob) (1-guruh ishlab chiqarish asboblari)	Ishlab chiqarish uchun dastlabki ishlab chiqarish vositasi.	entailment
O'z xonadoningiz bo'lgunga qadar sizning qo'shningizning sarf-xarajatlariga g'amxo'rlik qilish uning yashash xonasi gilamining rangi bilan bog'liqdir.	Qo'shningizning gilamining rangi haqida tashvishlanishingiz kerak.	contradictory
Ha, umid qilamanki, albatta, ular qo'shilishlari mumkin, ular har doim harbiy xizmatga qo'shilishlari mumkin, chunki ular ishongan fuqarolardir	Ular harbiy xizmatga qo'shilishlari mumkin emas	contradictory
U jilmaydi.	U jilmayishni to'xtata olmaganidan baxtiyor edi.	neutral
Sog'liqni saqlashni moliyalashtirish idorasi Aktuariy boshqarmasi ma'lumotlariga ko'ra, 75 yoshdan oshmaslik uchun faqatgina XF imtiyozlarini to'lash uchun zarur bo'lgan kelajakda qo'shimcha resurslarning aniq hozirgi qiymati $ 4 ni tashkil etadi.	HI foydani moliyalash uchun kelajakda qo'shimcha resurslarning hozirgi qiymati $ 4 edi.	entailment
Shunday qilib, Kongress tomonidan moliyalashtirilgan sud xizmatlariga nisbatan Kongressni ifodalash uchun muqobil kanal mavjud emas.	Kongress Kongressni targ'ib etishga qaratilgan targ'ibot ifodasidir.	entailment
Buni qanday qilib tuzatamiz? '	Buni tuzatay olamizmi?	entailment
lekin juda ko'p rejalashtirish talab qiladi	Juda ko'p rejalashtirish olib bormaydi.	contradictory
Men o'z ma'ruzamda Monika haqida gapirmadim, lekin birinchi savolim - prezident Klinton Monika Lyuisining ishi bilan bog'liq barcha chalg'itishlar bilan qanday ish olib borishi edi.	Ular hech qanday muammosiz ma'ruza qilishni xohlashdi.	neutral
Pochta xizmati hisoblarini eskirish, yonilg'i va shahar tashish transporti uchun texnik xizmatlarni tahlil qilsak, marshrut bo'yicha o'rtacha shahar tashish transportining o'rtacha qiymatini hisoblab chiqdik.	Haydovchilikka oid xarajatlar smetalari o'rtacha hisoblanishi mumkin, ammo etarli ma'lumotlarga ega bo'ladi.	neutral
Chunki u mening bolalik tasavvurimda o'ynaydi.	San'at mening yosh tasavvurimda.	neutral
Bu hozir bozorda juda yaxshi mashinalar bor, uh, sekin	Bu eng tez mashina, yaxshi mashinani topa olmaysiz.	contradictory
Ma'badning tubida bir marta kichik granit ibodatxonasi Horusning muqaddas barkasini o'zida tutgan.	Horus xudodir.	neutral
AQSh pochta xizmatini ko'rib chiqing.	Qo'shma Shtatlardagi pochta xizmatini unuting.	contradictory
To'liq kostyumda.	Maskot kiyimi kiyib olgan.	neutral
Sizning safaringiz og'ir bo'lsa-da, ba'zan siz o'zingizdan shubhalanasiz, mijozlar uchun manfaatlarga munosib baho berasiz va hatto dushmanlaringizning eng to'sqinlik qiladiganlari ham, yangi tizim avvalgidan ko'ra yaxshiroq bo'lgan deb aytishadi. taqdirlash.	Yangi tizim ancha murakkab, ammo oxir-oqibatda osonroq va batafsilroq ko'rinadi.	neutral
Shesolning ta'kidlashicha, ajoyib statistik ma'lumotni oling, ammo nisbatan o'rganilmagan holda o'tishga ruxsat bering.	Ular juda dolzarb ma'lumotlarga ega bo'lgan, ammo foydalanilgan ma'lumotlarga ega bo'lgan.	entailment
Osmondan manna - bu yarim million Kentukki va Indiana aholisining qo'llariga tez-tez kutilmaganda tushib ketgan minglab dollargacha bo'lgan tuyulishi mumkin edi.	Kongress tomonidan taklif etilgan yaqinda chiqarilgan qonun Kentukki aholisining minglab dollarlarini olib qo'yishga olib keldi.	contradictory
Jismoniy shaxslar o'z vaqtlarini sarflab, moliyalashtirishni davom ettiradilar.	Agar jismoniy shaxslar o'z vaqtlarini sarflasalar, moliya ham shug'ullanadi.	entailment
Men tez-tez o'ylayman, chunki men video kameram bor edi, chunki men o'n ming dollardan foydalanishim mumkin edi, lekin men Burten Reynolds bilan kechki shadi kabi narsalarni yoqtiraman	Menga kerak bo'lgan video kameralar juda qimmat.	neutral
Erdagi odam bir daqiqaga o'ylaydi va orqaga qayradi, boshqaruvda ishlash kerak.	Erga hech kim, erkak yoki ayol yo'q edi.	contradictory
Biroq, baholash savoliga GAO qanday qoniqarli taraqqiyot yoki amalga oshirishda muammolar sabablari haqida hisobot berishni talab qilsa, vaqt ichida saytga joylashishi mumkin bo'lgan qo'shimcha xodimlar, vaziyatni o'rganish uchun juda ko'p yoki eng quyuq bazasi bo'lishi mumkin. ishtirok etadigan odamlar buni ko'rib, bizni natija xulosalari va keyingi tavsiyalar bilan izohlashadi.	GAO jarayoni haqida hisobot berish kerak bo'lsa, tavsiyalar juda ham yomon sifat bo'ladi.	contradictory
Iqtisodiyot hali ham yaxshi bo'lishi mumkin.	Iqtisodiyot hech qachon yaxshi bo'lmagan.	contradictory
Tog'lar va tog'lar, ayniqsa jainizm tabobatida muqaddas qilingan.	Jainizm tavba tabiatdan nafratlanadi.	contradictory
Mashhur uylarni (yoki erlarni) qurish boshlandi.	Er quruq qoldi.	contradictory
Ushbu ajoyib madaniyatlarning birlashuvi o'rtasida davomiylik ehtirosidir.	Davomiylikka bo'lgan ehtiros bu madaniyatlarning eng asosiysi emas.	neutral
Ketma-ket otni olib tashlash, ommabop shirinliklar, raketaning bir qismi va Gail Sheehy (Xay'at a'zolari ishtirokidagi bepul safarga o'xshab ketgan) kabi masxara qilish imkoniyati sifatida qo'yib yuborish bu savoldan barchani talab qilmadi. zo'ravon teatr voqeasi va bu oson emas.	Gail Sheehy boshqa namoyishlar uchun masxara qilish uchun mashhur maqsaddir.	neutral
Kvartiraning egasiga begonalar hech qaerga bormadi.	Xonaning egasi juda sezgir.	contradictory
Missis Kavendishning qaynonasi xonasida.	Missis Kavendish binoni tark etdi.	contradictory
Lekin, sen qahva qasamyod deb o'ylardim.	Siz ko'proq qahva ichishni nazarda tutgan deb o'ylardim.	contradictory
Biz har doim qoqinamiz.	Biz doimo xo'rlik qilamiz.	entailment
Borayotgan bir-biriga bog'liq bo'lgan dunyoda, amerikaliklarga ta'sir qiluvchi ko'plab dolzarb muammolar faqat boshqa mamlakatlar bilan hamkorlik orqali hal qilinishi mumkin.	Biz mustaqil bo'lishimiz va boshqa xalqlar bilan suhbatlashishdan va ishlashdan voz kechishimiz kerak.	contradictory
Zaytun davom etdi.	Ca 'daan to'xtatishni rad etdi.	neutral
Ushbu qoida, yayıncıların, bola televideniya dasturlari hisoboti o'z ichiga olgan jamoatchilik muoyana faylini saqlashni va shu dasturlarni boshida bolalarni yetiştirmek va bilgilendirmek uchun maxsus mo'ljallangan dasturlarni aniqlash va ushbu ma'lumotni dastur kılavuzlarının noshirlariga berishni talab qiladi.	Ushbu qoida targ'ibotchilarga bolalarning televizion dasturlari haqida ma'lumot beradi.	entailment
yaxshi, chunki qishda qanday sovuq bo'lsa, shuncha qanchalik qaynayotganini nazarda tutyapman	Men yashayotgan har doim, shu jumladan qish ham issiq.	neutral
Erkaklarning har biri teridan qilingan qurol kiyib, og'ir musobaqa uslubida kiyingan.	Erkaklar yalang'och edilar.	contradictory
Inson zudlik bilan vafot etgan bo'lishi kerak.	U juda yaxshi edi.	contradictory
Yozda guruch yashil bargli adyolni hosil qiladi, so'ngra u paxta va hosil yig'ilganda oltinni aylantiradi.	Guruch yozda oltin va o'rim-yig'imdir, lekin kuzda yashil rangga aylanadi.	contradictory
1930 yillardagi sotsialistik qog'ozlar, Daily Worker va New Masses kabi, Marx va Engelsning so'zlari bilan qalinlashgan, Liberator Liberator o'zlarining erkinlik tengdoshlari - Fridrix Hayek va Lyudvig von Meysga havola qilingan.	30-yillarda sotsialistik maqolalarda Marksdan olingan ko'rsatmalar ishlatilgan.	entailment
Har qanday igna elementi haqiqiy maqola (ishonchsiz yoki import qilingan buyumlardan farqli o'laroq) ekanligiga ishonch hosil qilish uchun, M bilan imzo chekkasini izlang, IBTAM emblemasi Instituto de Bordado tomonidan tasdiqlangan degan ma'noni anglatadi, Tapecaras ga Arte? San'at-de-Madeira (Madeiran kashtasi, gobellar va qo'l san'atlari instituti), Rua Visconde de Anadia, 44-da ko'rgazma zalni / muzeyi joylashgan rasmiy orolning tashkiloti.	Italiyada ishlab chiqarilgan tikuv mahsulotlarida haqiqiyligini ko'rsatish uchun muhr mavjud.	neutral
"Men bu Multivista narsalarimga kirmayapman, chunki Kucharadagi biror joyda quyoshning chiroyli hiperkestensiyasi bilan solishtiradigan bo'lsak, ksefik to'lqinlar bilan qovurilgan piyozning oltin rangiga nisbatan, bu raqamlar soni ikki yil burun uchta emas, baxtiyorlik gormonlari sekretsiyasini kuchaytiruvchi moddalar bilan boyitilgan sintetik sutda siqilgan sog'lom sutga o'xshab ketgan, boy odamning sumkalarida kredit membranalari uchun ajratuvchilar "", dedi Gonzo. o'z hayotidagi muammolarni hal qilishni kashf etgan inson uchun o'ziga xos xususiyatlarga ega."	U, bu multivista narsalar ichiga kirmaydi, chunki doljin tizim, sog'lom sutda zanglagan bir doljin rulosining ajoyib hidi bilan solishtiriladi.	entailment
Nima qilishimdan qat'i nazar, nima qilishimni qat'iy nazar, men bu kasbda jamoat ishlarini bajarish uchun qandaydir yo'lni topardim, deb o'ylayman, chunki men o'qigan narsam, - dedi Zelon.	Bu, jamoatchilik uchun tartibni yanada yaxshiroq qilish uchun bankir sifatida lavozimdan foydalanish kabi.	neutral
Klark, shuningdek, Redgrave bilan ham nikohi davom etishi mumkinligiga umid bildirdi.	Klark nikohini davom ettirishga umid qildi.	entailment
Misol uchun, qashshoqlik G'arb mamlakatlarida yashovchi odamlar uchun sharmandalik hissi yaratmaydi.	Qashshoqlik har qanday mamlakatda sharmandalik hissi yaratmaydi.	contradictory
Jaisalmerga boradigan yo'lga qaytib, ranglarning so'nggi nishonlanishi sizni qizil issiq chilli qalampirlar bilan o'ralgan joylarga tushirmaguningizcha sezishdan zavqlantiradi.	Jaisalmerga olib boradigan yo'l jirkanch va yoqimsiz bo'lib kelmoqda.	neutral
ular Vicksburgdagi urush maydoniga borish uchun Vicksburgga borish imkoniyatini topsangiz va u erda ba'zi qiziqarli vaqtlar bo'lgan joyda Vicksburgning ayrim guruhlari ekanini bilsangiz,	Vicksburgda Shimoliy Karolina qo'shinlari ham bor edi.	neutral
Men buni baribir bo'lishi kerak deb o'ylayman	Menimcha, bu shunday bo'lishi kerak	contradictory
Shuningdek, kompensatsiya komissiyalari rahbariyat uchun kompaniya va uning aktsiyadorlari uchun o'zlariga nisbatan to'g'ri ish qilishni rag'batlantirish uchun kompensatsiyalarning oqibatlarini tushunishlari kerak.	Kompaniyaning kompaniyaga va uning aktsiyadorlariga nisbatan to'g'ri ish qilishini rag'batlantirish uchun kompensatsiya tushunchalari tovon komitalari tomonidan har doim e'tiborsiz bo'lishi kerak.	contradictory
To'rtinchi asr Rim imperatori Gratianus erta mehmon bo'lib, ko'p o'tmay romantik shoir Alphonse de Lamartine, Qirolicha Viktoriya, Sankt-Sa, «Ns va Rachmaninov.	Gratianus Rim imperatori edi.	entailment
Shunday qilib, men o'zimga sudga bordim va ularga haqiqatni gapirib berdim, lekin menga hech qanday yaxshilik qilmadi.	Men sudga borib, haqiqatni gapirib berdim, lekin menga hech qanday yaxshilik qilmadi.	entailment
Boshqa linklar (o'ng tomondagi qismida Har xil) va keyin-ni bosing	Har xil mavzular ostida bosish uchun havolalar yo'q.	contradictory
va shuning uchun uni tomosha qila boshladim va kelgusi haftada to'satdan qolib ketdim va nima qildim	Men bilsam, buni tomosha qilishni boshlamagan bo'lardim.	neutral
Yo'q, oh yo'q, axir yaxshi g'amxo'rlik qilaman	Hozircha hayr .	entailment
- Salom, Ben. '	Benga e'tibor bermadim	contradictory
buni qanday isbotlashingiz mumkin	Buni qanday isbotlash kerakligini ayta olasizmi?	entailment
U 1812 yildan boshlab Napoleonni Moskvaga va Moskvadan 1904 yildan boshlab ajoyib 4-ot kuchiga qadar Renault avtomobili va boshqa asrning mumtoz klassikasiga ko'chirgan murabbiylardan har qanday transport vositasini ko'rsatadi.	Ko'rgazma 2000-yillarda avtomobillarni namoyish etadi.	contradictory
Ushbu ijroiya direktorining so'zlariga qaraganda, shahar majlislaridagi uchrashuvlar mijozlar ehtiyojini qondirish darajasini yaxshilashga yordam berdi, chunki faxriylar ular uchun eng muhim bo'lgan tashvishlarni aniqladilar, VBA xodimlariga foyda keltiruvchi da'volar bo'yicha ishlaydigan xodimlarga bevosita kirish imkoniga ega bo'lishdi va da'vo jarayonini yaxshiroq tushunishdi.	O'zining salon majlislari mijozlar ehtiyojini qondirish darajasini oshirishga yordam berdi, dedi ijrochi.	entailment
yaxshi, bir necha soat juda yomon emas	Men 10 daqiqa kutmasdan kutaman.	contradictory
Sharqda xristian kuchlar yangi musulmonlar kuchlari ko'tarila boshlagach, chekinishdi.	Masihiy kuchlar kuchliroq bo'lishiga qaramay, ular orqaga chekinishdi.	neutral
Haqiqiy xayr-ehson o'z-o'zidan yo'q bo'lib ketadigan darajada yuksak nufuzga ega	Haqiqiy xayr-ehson o'z-o'zidan gapiradi, bizga aytildi.	contradictory
ha va ular bilan duch kelganda nima qilish kerak	Ular tengdoshlarning bosimiga duch kelishadi va yo'q deb aytishadi.	neutral
Bir yil davomida bitiruvchilardan maktabga qariyb 90 ming AQSh dollari miqdorida qarzdorlik bilan qarash va advokatlarga 31 ming AQSh dollari miqdorida maosh to'lashga rozi bo'ladigan advokatlar bilan ishni bajarish imkoni bo'lmadi.	Yangi advokatlar huquqiy maktab qarzlariga ega.	entailment
Mana, bir shrunken bosh, ikki boshli echki va Marilyn Monroe haykali parchalanib ketgan pulni, boshqa qiziqarli narsalar orasida ko'rasiz.	Qiziqarli narsalardan biri - ikki boshli echki.	entailment
Payshanba kungi hakam, Coconino County Superior Sudi sharafli Charlz Adams rozi bo'ldi, lekin o'z-o'zini vakolatini yuqori darajaga tushirdi.	Shon-shuhrat Charlz Adams o'zini o'zi vakillik qilishni qo'llab-quvvatladi.	contradictory
"Ko'pincha eski, janubiy qoramag'iz guruhlari bilan birlashib, uni ""Jumper"" va ""Black Cat"" deb atashadi."	"U bilan birga o'tirishga intilgan bolalar guruhi unga ""Jumper"" laqabini berdi."	entailment
Lac du Bourget qirg'og'ida joylashgan ushbu zamonaviy spa shaharida revmatizm va boshqa kasalliklarga asrlar davomida shifo berildi.	Shahar so'nggi ellik yil ichida tuzilgan.	contradictory
yaxshi o'ng, yaxshi shahar va bu muammo, yoshligim birinchi misol kabi, meni Las-Vegas'a olib, bu erdagi eng zerikarli joy edi	Menimcha, Las-Vegas biladigan eng zerikarli joy.	entailment
"""Ovozi ozroq."	Iltimos, jim bo'ling.	entailment
Men o'z kiyimimni bajara olaman	O'z kiyimimni bajara olaman.	entailment
Daryoning barcha tashriflari Parijda muhim rol o'ynaydi.	Daryo, Parijning barcha dam olishlari uchun muhim ahamiyatga ega.	entailment
ular ikki tilli bo'lishi kerak edi	Ular ikki tilli bo'lishi kerak	entailment
Oh, Czarek, lekin biz bilan bo'ladi?	O'sha kuni Czarekga hech qanday savol berilmadi.	contradictory
Men tashqariga chiqdim, men noto'g'ri ish qilmadim.	Men 100 foiz xato qildim.	contradictory
"Mahalliy ""Men g'alaba qozonaman, menga katta qonun to'layman ..."	n / a	contradictory
"Har holda - tugadi. """	Bu tugadi.	entailment
O'simlik ekstrakti, engil demans davolashda va Altsgeymer xotira halok oldini olishda muvaffaqiyat ko'rsatadi.	O'simlik ekstrakti dementsiyani davolashda juda yaxshi emas.	contradictory
Noqulay tayyorgarlikdagi frantsuz qo'shinlari ustidan g'alaba qozonganidan so'ng, nemislar Parijda yurishdi va shaharni qamal qilishdi, natijada oziq-ovqat ta'minotini kamaytirish qarshisida 1871 yil yanvarida qamal qilindi.	Parij, nemislarga taslim bo'lish noqulay edi.	neutral
Shuning uchun ikonkalar o'zlari ega bo'lgan kuchga ega.	Shuning uchun Xudo meni harakatga keltiryapti.	contradictory
Mahsulotni ishlab chiqish jarayoniga keskin tanqidiy loyiha va ishlab chiqarish ma'lumotlarini qo'lga kiritishga imkon beradigan faoliyatlar va qo'lga kiritilgan ma'lumot keyingi rivojlanish bosqichiga yoki ishlab chiqarishga o'tish uchun zarur bo'lgan investitsiyalarni qo'llab-quvvatlayaptimi yoki yo'qligini aniqlash uchun mo'ljallangan.	Qabul qilingan ma'lumot kelgusi qadam yanada rivojlanish yoki ishlab chiqarish kerakmi yoki yo'qmi.	entailment
Men ahmoqona faxrlanaman, deb aytgan edi.	Mening mag'rurligim ahmoq emas edi.	entailment
So'z boshini to'lg'azib, xuddi qizning ikkala qulog'iga pichirlaganidek.	Qiz juda jimgina gaplashdi.	entailment
va ularning ko'pgina qoidalari va qoidalari yozma ravishda Austin shahrida joylashgan TACBga yordam beradigan ekologik menejerimiz bor va biz bu erda TIda nimalar qilganimizni ko'rib chiqamiz.	U erda qoidalar aniq emas, shuning uchun menejerdan yordam so'raymiz.	entailment
Ular orasida Patan muzeyi (Nepalning eng zamonaviy va eng zamonaviy muzeyi) joylashgan va dar g'ishtli plazadan saroyga qaragan qizil g'ishtli Qirollik saroyi, turli uslub va o'lchamdagi sakkiz ibodatxona mavjud.	Patan muzeyi qizil g'isht qirollik saroyidan ko'chada.	contradictory
Ha, bu Luiziana kabi bir Ku Klux Klan a'zosi kabi bir narsa, sen u haqida o'ylarsan, qo'rqinchli bir narsa bor,	Luiziana shtatida Ku Klux Klan a'zosi saylandi.	entailment
yoki hech bo'lmaganda, avval ular haqida biror narsa qilishga harakat qiladilar	Ular hech bo'lmaganda birinchi navbatda bu haqda biror narsa qilishlari mumkin.	entailment
Men, albatta, ta'sirlanib emasman, ya'ni Germaniyada uch yildan buyon yashadim, men tosh kayfiyatidan ta'sirlanmagan edim, endi boshqa sport turlari kabi qish sportlarini yaxshi bilishim mumkin, lekin men ularni hayajonlantirmayman	Men qishki sport turlaridan biri emasman.	entailment
