premise	hypo	label
Når forvaltningsfondet begynner å løpe kontantunderskudd i 2016, må regjeringen som helhet komme opp med kontanter for å finansiere trygdunderskuddet ved å redusere eventuelle prognostiserte overskudd uten sosiale trygghet, låne fra offentligheten, heve andre skatter, eller redusere andre offentlige utgifter.	Publikum vil generelt foretrekke å se at regjeringen reduserer sine utgifter på andre områder for å finansiere sosial sikkerhet.	neutral
Disse organisasjonene investerer tid og krefter for å forstå prosessene sine, og hvordan disse prosessene bidrar til eller hemmer oppdragsarbeidet.	Disse organisasjonene investerer mye tid for å forstå hvordan enkelte prosesser kan bidra til eller haampe	entailment
og det er hyggelig å snakke med deg all righty	Jeg snakker til deg hver dag.	neutral
Du har tilgang til fakta.	Fakta er tilgjengelige for deg.	entailment
Bygg miljøteknikk Produksjonsproduksjon (all rate tooling) (1. sett med produksjonsverktøy)	Det er det første settet med produksjonsverktøy for produksjon.	entailment
Så lenge du har ditt eget husholdning i orden, freder du om naboens forbruksvaner, er mye som å frelse om fargen på hans stuenrommet.	Du bør bekymre deg for fargen på naboens teppe.	contradictory
ja så også selvfølgelig de de kan de blir med, de kan alltid bli med militærtjenesten, de anses som borgere tror jeg	De kan ikke bli med militærtjenesten	contradictory
Hun smilte tilbake.	Hun var så glad at hun ikke kunne slutte å smile.	neutral
Ifølge Aktuarkontorets kontor i Helsevesenet, er den estimerte netto nutidsverdien av fremtidige tilleggsressurser som trengs for å finansiere HI-fordelene alene i løpet av de 75 årene, $ 4.	Netto nåverdi av fremtidige tilleggsressurser for finansiering av HI-fordeler var $ 4.	entailment
Således, med hensyn til rettssjenestene Kongressen har finansiert, er det ingen alternativ kanal for uttrykk for advokat Kongressen har til hensikt å begrense.	Dette er den eneste kanalen for uttrykk for fortalene som kongressen søker å begrense.	entailment
Hvordan løser vi dette? '	Kan vi fikse dette?	entailment
men det tar for mye planlegging	Det tar ikke mye planlegging.	contradictory
Jeg nevnte ikke Monica i forelesningen, men det første spørsmålet jeg ble spurt om var hvordan president Clinton kunne gjøre jobben sin med alle forstyrrelsene som skyldes Monica Lewinsky-affære.	De ønsket å komme gjennom forelesningen uten problemer.	neutral
Analysere posttjenestekontoer for avskrivninger, drivstoff og vedlikehold for byleverandører, vi har beregnet gjennomsnittlig byleverandørkostnad per rute.	Kalkulasjonsberegninger kan være gjennomsnittlige, vil tilstrekkelig data.	neutral
Fordi det spiller på min barndoms fantasi.	Kunsten spiller på min unge fantasi.	neutral
det er tregt det er uh det er mange bedre maskiner på markedet akkurat nå for	Dette er den raskeste maskinen, du vil ikke finne en bedre maskin.	contradictory
I hjertet av helligdommen holdt en liten granitthelligdom en gang den hellige barke av Horus selv.	Horus er en gud.	neutral
Vurder den amerikanske posttjenesten.	Glem den amerikanske posttjenesten.	contradictory
I full kostyme.	Han har på seg en maskot kostyme.	neutral
Selv om reisen din vil bli vanskelig og til tider vil du tvile på deg selv, fordelene til klientene er vel verdt det, og tilfredshet med å høre selv de mest motstridende motstanderne sier at det nye systemet er bedre enn det som gikk før, er dypt givende.	Det nye systemet virker langt mer komplekst, men i siste omgang enklere og grundigere.	neutral
Ta en bemerkelsesverdig statistikk som Shesol citerer, men lar oss passere relativt unexamined.	De hadde data som var svært relevante, men under bruk.	entailment
Det kan ha virket som manna fra himmelen - opp til tusenvis av dollar som ofte, uventet, faller i hendene på en halv million Kentucky og Indiana innbyggere denne måneden.	En nylig lov foreslått av kongressen har resultert i anfall av tusenvis av dollar fra Kentucky innbyggere.	contradictory
Få enkeltpersoner til å investere sin tid og finansieringen vil følge.	Hvis enkeltpersoner vil investere sin tid, vil finansiering også komme med.	entailment
Jeg tenker ofte å ønske jeg hadde et videokamera fordi jeg kunne sikkert bruke ti tusen dollar så, men jeg liker ting som Evening Shade med Burt Reynolds, jeg liker virkelig det og uh	Videokameraer jeg trenger er veldig dyre.	neutral
Mannen på bakken tenker et øyeblikk og roper tilbake. Du må jobbe i ledelsen.	Det var ingen på bakken, mann eller kvinne.	contradictory
Hvis imidlertid evalueringsspørsmålet krever at GAO rapporterer om hvordan tilfredsstillende fremgang er eller årsakene til implementeringsproblemer, jo flere ansatte som kan være på stedet over tid, med den rike eller tykkeste basen for å undersøke situasjonen som de mange folk som er involvert ser det, sunneren våre årsakssammenhenger og etterfølgende anbefalinger vil være.	Hvis GAO må rapportere om fremdriften, vil anbefalingene bli mye dårligere kvalitet.	contradictory
Økonomien kan fortsatt bli bedre.	Økonomien har aldri vært bedre.	contradictory
Bakker og fjell er spesielt helliget i Jainismens kult.	Kulten av jainismen hater naturen.	contradictory
De berømte tenementene (eller landene) begynte å bli bygget.	Landet ble forlatt.	contradictory
Midt i denne fantastiske amalgam av kulturer er en lidenskap for kontinuitet.	En lidenskap for kontinuitet er ikke den viktigste av disse kulturer.	neutral
Å sette på scenen som en hestetransport, en populær delikatesse, en del av en rakett, og en mulighet til å mocke Gail Sheehy (som synes å få en gratis tur fra News Quiz-deltakerne), spurte dette spørsmålet bare oppfinnelsen av en voldelig teaterforestilling, og det er ikke lett.	Gail Sheehy er et populært mål for mocking på andre forestillinger.	neutral
Entreaties til leilighetens eier har gått ingensteds.	Leilighetens eier er veldig lydhør.	contradictory
Fru Cavendish er i svigermorens rom.	Fru Cavendish har forlatt bygningen.	contradictory
Men jeg trodde du svor av kaffe.	Jeg trodde du lovte å drikke mer kaffe.	contradictory
Vi stinker hele tiden.	Vi stinker alltid.	entailment
I en stadig gjensidig avhengig verden kan mange presseproblemer som påvirker amerikanere, kun behandles gjennom samarbeid med andre land.	Vi bør være uavhengige og holde seg borte fra å snakke og arbeide med andre nasjoner.	contradictory
Ca 'daan fortsatte.	Ca 'daan nektet å stoppe.	neutral
Regelen krever at kringkastere skal opprettholde en fil for offentlig inspeksjon som inneholder en barneprogram for fjernsynsprogrammering og å identifisere programmer spesielt utviklet for å utdanne og informere barn i begynnelsen av disse programmene, og å gi slik informasjon til utgiverne av programguider.	Regelen gjør at kringkastere beholder en fil om barns tv-programmering.	entailment
vel fordi hvor varmt jeg mener som i det kaldeste det blir i vinter der nede hvor mye er det	Det er varmt hele tiden der jeg bor, inkludert vinter.	neutral
Hver av mennene hadde på seg rustning og kledd i stil med tunge ryttere.	Mennene var nakne.	contradictory
Mannen skulle ha dødd umiddelbart.	Mannen var helt fint.	contradictory
Om sommeren danner riset et grønt fløyelsete teppe, og blir så gyldent om høsten når det modner og høstes.	Risen er gylden og høstbar om sommeren, men blir grønn om høsten.	contradictory
På samme måte som den daglige arbeideren og de nye massene, sosialistiske papirer fra 1930-tallet, ble pisket med sitater fra Marx og Engels, er Educational Liberator peppered med referanser til deres libertariske ekvivalenter - Friedrich Hayek og Ludwig von Mises.	Sitater fra Marx ble brukt i sosialistiske papirer på 30-tallet.	entailment
For å være sikker på at noe håndverk er den ekte artikkelen (i motsetning til en mindre import eller maskinvare), se etter en blyforsegling med en M, IBTAMs emblem betyr at den er sertifisert av Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institutt for Madeiran Broderi, Tapet og Håndverk), en offisiell øyorganisasjon som har et showroom / museum på Rua Visconde de Anadia, 44.	Det er et segl som viser ektheten i håndarbeidsprodukter laget i Italia.	neutral
Jeg er ikke inn i dette Multivista-stoffet, fordi det er noe dumpy system sammenlignet med en vakker hyperextensjon av solen et sted over Kuchara, sammenlignet med den gylne nyansen av løk stekt med kse-fi-bølgene, sammenlignet med antall dividere for kredittmembraner i en lommebok av en rik mann, sammenlignet med den praktfulle lukten av en briessante rulle dunked i sunn melk som er syntetisk beriket med stoffer som øker sekresjonen av lykkehormoner, den for to år siden, ikke tre, sa Gonzo i en tone karakteristikk for en mann som nettopp oppdaget en løsning på sitt livsproblem.	Han er ikke inn i denne multivista ting fordi det er noe dumpy system i forhold til den praktfulle lukten av en kanelrull dunked i sunn melk.	entailment
Uansett hva jeg endte med, tror jeg at jeg ville ha funnet noen vei i det yrket å gjøre offentlig arbeid, for det er det jeg lærte, sa Zelon.	Dette er som å bruke posten som bankfører for å gjøre regelverket bedre for publikum.	neutral
Clark uttrykte også håp om at han og Redgrave kunne fortsette med ekteskapet.	Clark håpet at han kunne fortsette sitt ekteskap.	entailment
Fattigdom, for eksempel, skaper ikke følelse av skam som det gjør for folk som bor i vestlige land.	Fattigdom gir ikke skam i noe land.	contradictory
Tilbake på veien til Jaisalmer, nyter en siste skvett av fargene sansene før du setter inn i feltene med prikker med røde, varme chili pepper.	Veien til Jaisalmer er humpete og ubehagelige å ri på.	neutral
de leverte noen uh du vet at de var noen grupper i Vicksburg hvis du noen gang får en sjanse til å gå over til Vicksburg slagmarken i Vicksburg, da det er et område der hvor det var noen Texas uh grupper og de hadde en interessant tid der	Det var også North Carolina-tropper på Vicksburg.	neutral
som jeg mener jeg tror det burde være uansett	Jeg tror ikke det burde være slik	contradictory
Kompensasjonskomiteene må også forstå konsekvensene av kompensasjon for å gi incentiver til ledelsen for å gjøre det rette for selskapet og dets aksjonærer mot seg selv.	Konsekvensene av kompensasjon for å gi incentiver for ledelsen til å gjøre det rette for selskapet og dets aksjonærer mot seg selv, bør alltid ignoreres av kompensasjonskomiteer.	contradictory
Den fjerde århundre romerske keiseren Gratianus var en tidlig besøkende, fulgt mye senere av slike lys som den romantiske dikteren Alphonse de Lamartine, Queen Victoria, Saint-Sa? «Ns, og Rachmaninov.	Gratianus var en romersk keiser.	entailment
Så jeg gikk til retten for meg selv og fortalte dem sannheten, men det gjorde meg ikke noe bra.	Jeg gikk og fortalte sannheten i retten, men det gjorde meg ikke noe bra.	entailment
Klikk på Flere koblinger (på høyre side under Diverse), og fra	Det er ingen linker å klikke under Diverse.	contradictory
og så begynte jeg å se på det, og plutselig ble det stilt inn neste uke, og jeg gikk hva	Jeg ville ikke ha begynt å se det hvis jeg visste det.	neutral
nei oh nei, oh, vær så snill	Ha det så lenge .	entailment
«Hei, Ben. '	Jeg ignorert Ben	contradictory
hvordan kan du bevise det	Kan du fortelle meg hvordan du kan bevise det?	entailment
Den viser alle typer kjøretøy, fra trener som bragte Napoleon til og fra Moskva i 1812 til en fantastisk 4-hestekrefter Renault-bil fra 1904 og andre klassikere fra århundre.	Utstillingen viser bare biler fra 2000-årene.	contradictory
Ifølge denne lederen bidro rådmøtene til å forbedre sine kundetilfredshetsnivåer fordi veteraner identifiserte bekymringene som var viktigst for dem, fikk direkte tilgang til VBA-ansatte som arbeidet med sine fordringsfordeler, og var bedre i stand til å forstå kravsprosessen.	Hjemmemøtene bidro til å forbedre sine kundetilfredshetsnivåer, sa utøvende.	entailment
Vel, det er ikke så ille et par timer	Jeg liker ikke å vente, ikke engang i 10 minutter.	contradictory
I øst var kristne styrker i retrett da en ny muslimsk kraft begynte å stige.	Selv om de kristne styrker var sterkere, var de i retrett.	neutral
Vi har blitt fortalt om en rimelig høy autoritet at sant veldedighet ikke skiller seg	Sann veldedighet venter seg, vi har blitt fortalt.	contradictory
ja og hva de skal gjøre når de står overfor det	De vil møte peer press og må si nei.	neutral
Den med advokater ett år ut av høyere utdanningskurs står overfor en gjennomsnittlig gjeld på bare mindre enn $ 90.000 og starter lønn ved juridiske hjelpeorganisasjoner i gjennomsnitt på $ 31.000, kunne de ikke ha råd til jobben.	Nye advokater har massiv lovskolegjeld.	entailment
Her ser du et krympet hode, en tohodet geit og en statue av Marilyn Monroe laget av riflet penger, blant annet kuriositeter.	En av nysgjerrighetene er en tohårig geit.	entailment
Torsdags dommer, den ærverdige Charles Adams fra Coconino County Superior Court, ble enige om, men svært motløs selvrepresentasjon.	Selvrepresentasjon ble oppmuntret av de ærverdige Charles Adams.	contradictory
Han henger mest ut med en gruppe eldre, sørlige sorte menn, som kaller ham Jumper og Black Cat.	Gruppen gutta han pleier å henge ut med ga ham kallenavnet Jumper.	entailment
Denne elegante spa-byen i utkanten av Lac du Bourget har tilbudt kurer for revmatisme og andre plager i århundrer.	Byen ble bare etablert i de siste femti årene.	contradictory
Rett vel, det er en vakker by, men problemet er som første eksempel da jeg var ung de tok meg til Las Vegas, og det var det kjedeligste stedet på jorden	Jeg tror Las Vegas er det kjedeligste stedet jeg kjenner.	entailment
"""Mindre høyt."	Vennligst vær stille .	entailment
Jeg skal kunne lage mine egne klær	Jeg vil kunne lage mine egne klær.	entailment
Elva spiller en sentral rolle i alle besøk til Paris.	Elven er sentral for alle ferier til Paris.	entailment
de skal være tospråklige	De skal være tospråklige	entailment
Å, Czarek, men vil skje med oss?	Czarek ble ikke spurt noen spørsmål på den dagen.	contradictory
Viste seg, jeg var ikke helt feil.	Jeg var 100 prosent feil.	contradictory
Native 'Me win, jeg passum heap big law ...	n / a	contradictory
"I alle fall - det er over. """	Det er over .	entailment
Urteekstraktet viser suksess i behandling av mild demens og forebygging av Alzheimers minnetap.	Urteekstraktet er ikke veldig bra for å behandle demens.	contradictory
Etter en lynnedgang over de dårlig forberedte franske armene marsjerte tyskerne på Paris og la beleiring mot byen, som til slutt kapititulerte i januar 1871 i møte med svindende matforsyninger.	Paris var misfornøyd med å overgi seg til tyskerne.	neutral
Det er derfor ikoner har kraften de har.	Derfor beveger Gud meg.	contradictory
Kritisk til produktutviklingsprosessen var aktiviteter som gjorde det mulig å fange spesifikke design- og produksjonsvitenskap og beslutningsvurderinger for å avgjøre om kunnskapen fanget ville støtte den økte investeringen som var nødvendig for å flytte til neste utviklingsfase eller til produksjon.	Kunnskapen som er tatt, vil avgjøre om neste trinn var videreutvikling eller produksjon.	entailment
Sa jeg var dumt stolt.	Min stolthet var dumt, ikke godt plassert.	entailment
Ordet hadde fylt hodet som om jenta hadde hvisket direkte i begge ører.	Jenta snakket veldig stille.	entailment
og mange av deres regler og regler er ikke helt klare, så vi har vår miljøansvarlige som hjelper TACB som ligger i Austin skriftlig og hei se hva vi har gjort her på TI	Det er ikke helt klart regler, så vi ber vår leder for hjelp.	entailment
Blant disse er det røde mursteinens kongelige palass, som nå huser Patan-museet (Nepals fineste og mest moderne museum), og vender mot palasset over det smale mursteinsområdet, åtte templer av forskjellige stilarter og størrelser.	Patan-museet ligger nedover gaten fra det røde murstein kongelige palass.	contradictory
ja det er liksom i Louisiana hvor den fyren som er som et Ku Klux Klan-medlem, noe ble valgt, så skummelt når du tenker på det	Et Ku Klux Klan-medlem er valgt i Louisiana.	entailment
eller i det minste forsøker de å gjøre noe med det først	De kan i det minste prøve og gjøre noe med det først.	entailment
jeg er ikke veldig imponert over jeg mener jeg bodde i Tyskland i tre år, jeg var ikke imponert over ski nå, jeg liker at jeg liker andre, vet du vintersport, men jeg er ikke virkelig begeistret for dem	Jeg er ikke en stor fan av vintersport.	entailment
Det er en forpliktelse til generell utdanning - en rekke kurs som skal utvikle kritisk tenkning i en rekke fagområder - i motsetning til tidlig spesialisering.	Generell utdanning fokuserer på å utvikle studentenes kritiske tenkning ferdigheter.	entailment
Teoretisk skalaøkonomier i leveransen er ikke faste spesifikt.	Skalaøkonomier er fleksible.	neutral
Nasjonal sparing representerer ressurser som er tilgjengelige for investeringer for å erstatte gamle fabrikker og utstyr og til å kjøpe mer og bedre kapitalvarer.	Gamle fabrikker og utstyr ble aldri erstattet, selv når det var nasjonale besparelser.	contradictory
Andre klager over at superstjernene er over bakken, og tråkker ut middelmådig arbeid.	Ingen klager over superstjernene.	contradictory
Samarbeid med strenge metodologer er viktig, men de samarbeidene må fokusere på hva som kan oppnås spesielt i ED-innstillingen.	Arbeid med strenge metodologer er viktig.	entailment
du kjenner demografiske studier som de gjør som viser at du vet at alles IQ har falt dramatisk eller noe	Studiene viste at deres IQ økte ganske mye.	contradictory
Uten støtte fra føderale finansieringsorganisasjoner kan programansvarlige ikke være i stand til å bestemme eller forsvare kostnadene knyttet til eller fordeler avledet av statlige aktiviteter.	Forbundsfinansieringsorganisasjoner er den beste informasjonskilden til programansvarlige.	neutral
Fagforeningen har ca 4000 medlemmer i Canada.	Det er 100 medlemmer i unionen som bor i Canada.	contradictory
men da begynte vi å se på det og og som de nye er ganske kule fordi fordi de ble som uh som spesielle som spesielt ting som liker å knulle med tankene dine	De nye har ting som kan knulle med tankene dine.	entailment
I 2000 var BNP mindre enn BNP fordi inntektsinntekter fra resten av verden var mindre enn amerikanske utbetalinger til resten av verden.	USA betalte mer til resten av verden enn resten av verden mottatt i inntekt.	entailment
"Har du noen tips for å gi oss før vi rydder ut? """	Alt vi burde vite?	entailment
og de fortsetter å ta mer penger fra oss ja folk og få og de har ikke noe incitament til å jobbe hvis vi bare tar 50 prosent av det	Folk har mye incitament til å jobbe fordi de tar hjem hver øre opptjent.	contradictory
De var avhengige av det andre store smitteprinsippsprinsippet, og det syntes å være innpakket med en slags forening gjennom skiltene og husene og planene i planeter.	Skiltene, husene og planene har stor innvirkning på det daglige livet.	neutral
Jeg antar at de finansielle planleggerne trening som vi har hatt det i ca fire år, har fått våre virksomheter og og og vårt liv i kø hvordan man styrer kredittkort hvordan man legger seg bort, si at du vet pengemarkeder og denne typen ting	De økonomiske planleggerne hjelper ikke personer med problemer knyttet til kredittkort.	contradictory
Richardsons behov for å gjøre Picasso til en seriøs kunstner og en hederlig mann (i stedet for den inspirerte poetiske rascalen han egentlig var) deformerer, fremfor alt hans historie om Picassos forhold til kvinner, skriver han.	Picasso var en gentleman og ikke en inspirert poetisk rascal.	contradictory
«Uh, hei folkens,» sa Daniel mildt.	Daniel hilste alle sammen, selv om han var sjenert.	neutral
Åh, jeg snakket med noen om San Antonio	Jeg snakket med noen om Dallas.	contradictory
En tåkete morgen gjør scenen enda mer stemningsfull i fortiden.	En tåkete morgen i Paris bringer i tankene gamle, stemningsfulle bilder av ganger gått.	neutral
På grunn av denne rasjonaliseringen av leveransekostnadene i USA er postdensitetene i de mest tynt befolkede områdene høyere enn tetthetene i de mest tynnbefolket områdene i Frankrike.	Posttetthet refererer til mengden søppelpost som leveres i et gitt område.	contradictory
Det går løp mellom april og desember på Veliefendi Hippodrome nær Bakerky, 15 km vest for Istanbul.	Det går løp fra april til desember på Veliefendi Hippodrome.	entailment
Produksjonen av vannfri ammoniakk i USA i 2000 var omtrent 17.400.000 tonn (ekvivalent vannfri) med tilsynelatende forbruk på 22.000.000 tonn og ca. 4.600.000 metr gjennom nettoimport, som vist i en 2001-utgave av U.S.	USA produserer ikke noen vannfri ammoniakk hvert år.	contradictory
oh ja de gjør det jeg mener i i Nord-Texas de gjør det ganske mye der du vet om du vil gå til denne spesielle film eller konsert eller en nedsatt ting, den store tingen her er rodeos, hvis du	Jeg prøver å få rabatterte priser når jeg kan.	neutral
I løpet av de siste åtte årene kjøpte skolen over 88 millioner dollar av fast eiendom i Allston-delen av Boston uten å avsløre sin identitet til potensielle selgere.	I løpet av de siste åtte årene kjøpte skolen mer enn 88 millioner i fast eiendom i Allston-delen av Boston, mens den forblir helt anonym, selv til sine egne studenter.	neutral
uh det er men så er det så mange mennesker du får så mange forskjellige meninger som du burde ikke ha det bra jeg burde ikke nødt til å gjøre dette, eller jeg burde ikke gjøre det og alt dette andre ting Jeg vil ikke bli involvert og	Meningene har en tendens til å variere.	entailment
um-hum så du regner med en av disse dagene, du kommer til å gå tilbake til å være en ingeniør er det du tror	En av disse dagene, vil du gå tilbake til å studere.	neutral
Rett ved sjøen; tilbyr en mer formell atmosfære og et flott sted å fange en solnedgang.	Den har en forferdelig utsikt over solnedgangen.	contradictory
For å være sikker på at noe håndverk er den ekte artikkelen (i motsetning til en mindre import eller maskinvare), se etter en blyforsegling med en M, IBTAMs emblem betyr at den er sertifisert av Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institutt for Madeiran Broderi, Tapet og Håndverk), en offisiell øyorganisasjon som har et showroom / museum på Rua Visconde de Anadia, 44.	Det er et segl som viser ektheten.	entailment
Imidlertid var min tillit til ham, som en gang hadde blitt svakere, fullstendig restaurert siden hans tro på Alfred Inglethorps uskyld hadde vært så triumferende.	Jeg følte at den virkelige morderen nå burde være enklere å bestemme.	neutral
(Kohlers ordbok for regnskapsførere) KONTRAKTSMYNDIGHET - Kontraktsmyndighet er en del av budsjettmyndigheten.	Kontraktsmyndighet skal gis av finansmyndigheten.	neutral
Selskapet en gang satt sammen, steg Poirot fra sitt sete med luften fra en populær foreleser, og bøyde seg høflig til publikum.	Poirot reiste seg fra sitt sete, bøyde seg og begynte å møte publikum.	neutral
Det blir en glede å dresse Jane.	Dressing Jane vil være hyggelig.	entailment
Engakuji er Kamakura største tempelkompleks; ofte ødelagt av brann og jordskjelv, har 17 av de opprinnelige 46 bygningene overlevd.	Ingen av de opprinnelige bygningene i Engakuji er fortsatt gjenværende.	contradictory
Ved anvendelse av dette kravet kan følgende faktorer påvirke revisors vurdering av kontrollen	Påvirkningen av følgende faktorer er mulig.	entailment
bor de i nærheten	Er deres hus i nærheten?	entailment
Historien tåler lover.	Lover er svake når man snakker om fortiden og fremtiden.	neutral
Nå konservative kjemper tilbake.	Konservative kjemper nå.	entailment
den kompromissløse Vel? ¡Zquez portrett av grimme dronning marianna av østerrike; El Grecos kraftig mystiske Kristus på Crose Riberas grusomme, godt humored The Club Foot.	El Greco var en ekstremt berømt spansk maler, hvis arbeid ofte var religiøst.	neutral
