premise	hypo	label
Aby pokazać, jak szybko nadciągają nowi władcy Japonii, rozpoczęto dwie ekspedycje karne przeciwko Korei i Chinom w wielkim stylu XIX-wiecznej dyplomacji kanonierskiej.	Nowi władcy Japonii szybko nadrabiali zaległości.	entailment
Kiedy fundusz powierniczy zaczyna generować deficyty gotówkowe w 2016 r., Rząd jako całość musi wpłacić gotówkę na sfinansowanie deficytu środków pieniężnych Urzędu Ubezpieczeń Społecznych, zmniejszając wszelkie przewidywane nadwyżki ubezpieczeń społecznych, pożyczając od ludności, podnosząc inne podatki, lub zmniejszenie innych wydatków rządowych.	Opinia publiczna wolałaby, aby rząd ograniczył wydatki w innych obszarach na finansowanie zabezpieczenia społecznego.	neutral
Organizacje te inwestują czas i wysiłek w zrozumienie swoich procesów i tego, w jaki sposób procesy te przyczyniają się do realizacji misji.	Organizacje te poświęcają dużo czasu na zrozumienie, w jaki sposób niektóre procesy mogą przyczyniać się lub hamować	entailment
i miło jest rozmawiać z wami wszystkimi	Rozmawiam z tobą każdego dnia.	neutral
Masz dostęp do faktów.	Fakty są dostępne dla Ciebie.	entailment
Tworzenie środowiska Inżynieria Produkcja produkcyjna (wszystkie oprzyrządowanie) (pierwszy zestaw oprzyrządowania produkcyjnego)	Jest to pierwszy zestaw narzędzi produkcyjnych do produkcji.	entailment
Tak długo, jak długo utrzymujesz porządek w swoim domu, niepokojąc się nawykami wydawania pieniędzy przez swojego sąsiada, bardzo podobają ci się kolory dywanu w salonie.	Powinieneś się martwić o kolor dywanu twojego sąsiada.	contradictory
tak, więc um oczywiście, że oni mogą dołączyć, aby zawsze mogli dołączyć do służby wojskowej, którą uważam za obywatela	Nie mogą dołączyć do służby wojskowej	contradictory
Ona się uśmiechnęła.	Była taka szczęśliwa, że nie mogła przestać się uśmiechać.	neutral
Według Biura Aktuariusza w Administracji Finansowania Opieki Zdrowotnej szacowana bieżąca wartość netto przyszłych dodatkowych środków potrzebnych do sfinansowania samych świadczeń HI w ciągu 75 lat wynosi 4 USD.	Wartość bieżąca netto przyszłych dodatkowych środków na finansowanie świadczeń HI wynosiła 4 USD.	entailment
Tak więc, w odniesieniu do usług sądowych, które Kongres sfinansował, nie ma alternatywnego kanału wyrażania zgody na ograniczenie Kongresu.	Jest to jedyny kanał wyrażania poparcia, które Kongres stara się ograniczyć.	entailment
Jak to naprawić? '	Czy możemy to naprawić?	entailment
ale to wymaga zbyt wiele planowania	To nie wymaga dużo planowania.	contradictory
Nie wspomniałem Moniki w moim wykładzie, ale pierwsze pytanie, które zadałem, brzmiało, w jaki sposób prezydent Clinton mógł wykonywać swoją pracę ze wszystkimi zakłóceniami spowodowanymi sprawą Moniki Lewinsky.	Chcieli bez problemu przejść przez wykład.	neutral
Analizując konta pocztowe dla amortyzacji, paliwa i konserwacji dla przewoźników miejskich, oszacowaliśmy średni koszt pojazdu dostawczego w mieście na trasę.	Szacunkowe koszty jazdy mogą być uśrednione i wystarczą dane.	neutral
Bo gra na mojej wyobraźni z dzieciństwa.	Sztuka gra na mojej młodej wyobraźni.	neutral
to jest powolne, ponieważ teraz jest wiele lepszych maszyn na rynku	To najszybsza maszyna, nie znajdziesz lepszej maszyny.	contradictory
W samym sercu sanktuarium mała granitowa kapliczka niegdyś posiadała świętą barkę samego Horusa.	Horus jest bogiem.	neutral
Rozważmy usługę pocztową Stanów Zjednoczonych.	Zapomnij o usłudze pocztowej Stanów Zjednoczonych.	contradictory
W pełnym kostiumie.	Ma na sobie kostium maskotki.	neutral
Chociaż twoja podróż będzie trudna i czasami będziesz wątpić w siebie, korzyści dla klientów są tego warte, a satysfakcja z usłyszenia nawet najbardziej opornego przeciwnika mówi, że nowy system jest lepszy niż ten, który był wcześniej głęboko nagradzanie.	Nowy system wydaje się znacznie bardziej złożony, ale ostatecznie łatwiejszy i dokładniejszy.	neutral
Weźmy niezwykłą statystykę, że Shesol cytuje, ale przepuśćmy stosunkowo niezbadane.	Mieli dane, które były bardzo istotne, ale nie były używane.	entailment
Mogło się wydawać, że jest to manna z nieba - nawet tysiące dolarów spada, często niespodziewanie, w ręce pół miliona mieszkańców Kentucky i Indiany w tym miesiącu.	Niedawne prawo zaproponowane przez kongres doprowadziło do przejęcia tysięcy dolarów od mieszkańców Kentucky.	contradictory
Poproś osoby, aby zainwestowały swój czas, a fundusze zostaną przekazane.	Jeśli ludzie zainwestują swój czas, również pojawią się fundusze.	entailment
często myślę, że chcę mieć kamerę wideo, ponieważ mógłbym użyć dziesięciu tysięcy dolarów, ale lubię rzeczy takie jak Evening Shade z Burtem Reynoldsem, naprawdę to lubię i uh	Potrzebne mi kamery wideo są bardzo drogie.	neutral
Mężczyzna na ziemi myśli przez chwilę i krzyczy z powrotem, Musisz pracować w zarządzaniu.	Nie było nikogo na ziemi, mężczyznę ani kobietę.	contradictory
Jeśli jednak pytanie ewaluacyjne wymaga, aby GAO poinformowało o tym, jak zadowalający jest postęp lub jakie są przyczyny problemów z wdrożeniem, im więcej pracowników może być na miejscu z czasem, z ricHe 'lub najgrubszą bazą do badania sytuacji, jak wielu zaangażowani ludzie to widzą, tym bardziej nasze wnioski przyczynowe i kolejne zalecenia będą.	Jeśli GAO będzie musiało informować o postępach, zalecenia będą znacznie gorszej jakości.	contradictory
Gospodarka może być jeszcze lepsza.	Gospodarka nigdy nie była lepsza.	contradictory
Wzgórza i góry są szczególnie uświęcone w kulcie dżinizmu.	Kult dżinizmu nienawidzi natury.	contradictory
Słynne kamienice (lub ziemie) zaczęto budować.	Ziemia pozostała opuszczona.	contradictory
Pośród tego niesamowitego połączenia kultur jest pasja do ciągłości.	Pasja do ciągłości nie jest najważniejsza z tych kultur.	neutral
Odkładając na bok scenę jako konny transport, popularne delikatesy, część rakiety i okazję do wyśmiewania Gail Sheehy (która zdaje się dostać darmową przejażdżkę od uczestników News Quiz), to pytanie wymagało wynalezienia brutalne wydarzenie teatralne, a to nie jest łatwe.	Gail Sheehy jest popularnym celem kpienia z innych programów.	neutral
Prośby do właściciela apartamentu zniknęły.	Właściciel apartamentu jest bardzo czuły.	contradictory
Pani Cavendish jest w pokoju swojej teściowej.	Pani Cavendish opuściła budynek.	contradictory
Ale myślałem, że przysiągłeś kawę.	Myślałem, że ślubowałeś pić więcej kawy.	contradictory
Cały czas śmierdzimy.	Zawsze śmierdzimy.	entailment
W coraz bardziej współzależnym świecie wiele palących problemów, które dotykają Amerykanów, można rozwiązać jedynie poprzez współpracę z innymi krajami.	Powinniśmy być niezależni i trzymać się z dala od rozmów i pracy z innymi narodami.	contradictory
Ca 'daan kontynuował.	Ca 'daan odmówił zatrzymania się.	neutral
Zasada wymaga od nadawców prowadzenia pliku do publicznej inspekcji zawierającego Raport Programowania Telewizyjnego dla dzieci oraz do identyfikacji programów specjalnie zaprojektowanych do edukowania i informowania dzieci na początku tych programów oraz do dostarczania takich informacji wydawcom przewodników po programach.	Zasada ta sprawia, że nadawcy prowadzą plik dotyczący programów telewizyjnych dla dzieci.	entailment
no bo jak gorąco mam na myśli jak w najzimniejszym, że zimą tam jest, ile to jest	Jest gorąco przez cały czas, w którym mieszkam, łącznie z zimą.	neutral
Każdy z mężczyzn nosił skórzaną zbroję i ubrany był w styl ciężkich jeźdźców.	Mężczyźni byli nadzy.	contradictory
Mężczyzna powinien umrzeć natychmiast.	Mężczyzna był w porządku.	contradictory
Latem ryż tworzy zielony aksamitny koc, a następnie jesienią złoty, gdy dojrzewa i jest zbierany.	Ryż jest złoty i można go zbierać latem, ale jesienią zmienia kolor na zielony.	contradictory
Tak jak Daily Worker i New Masses, socjalistyczne papiery z lat trzydziestych XX wieku, były wypełnione cytatami Marksa i Engelsa, tak Edukacyjny Liberator jest usiany odniesieniami do swoich libertariańskich odpowiedników - Friedricha Hayeka i Ludwiga von Misesa.	Cytaty z Marksa były używane w socjalistycznych dokumentach w latach 30-tych.	entailment
Aby mieć pewność, że jakikolwiek przedmiot do robótek ręcznych jest oryginalnym artykułem (w przeciwieństwie do gorszego importu lub kawałka maszynowego), poszukaj ołowianej pieczęci z symbolem M, oznaczającym IBTAM, co oznacza, że jest certyfikowany przez Instituto de Bordado, Tapecaras e Arte? sanato da Madeira (Institute of Madeiran Embroidery, Tapestry and Handicrafts), oficjalna organizacja wyspiarska, która ma salon wystawowy / muzeum na Rua Visconde de Anadia, 44.	Istnieje pieczęć, która pokazuje autentyczność we włoskich wyrobach robótek ręcznych.	neutral
Nie jestem w tej rzeczy Multivista, ponieważ w porównaniu z pięknym odcieniem cebuli smażonej z falami kse-fi w porównaniu z liczbą dzielniki na membrany kredytowe w portfelu bogatego mężczyzny, w porównaniu ze wspaniałym zapachem bułeczki z briessante zanurzonej w zdrowym mleku syntetycznie wzbogaconym w substancje wzmacniające wydzielanie hormonów szczęścia, ten sprzed dwóch lat, a nie trzy - powiedział Gonzo tonem charakterystycznym dla człowieka, który właśnie odkrył rozwiązanie swojego problemu życiowego.	Nie interesuje go ten multivista, ponieważ to, co jest jakimś obskurnym systemem w porównaniu ze wspaniałym zapachem cynamonowej bułki zanurzonej w zdrowym mleku.	entailment
Niezależnie od tego, co skończyłem, myślę, że znalazłbym jakiś sposób w tym zawodzie, aby wykonywać pracę publiczną, ponieważ tego mnie nauczono, powiedział Zelon.	To tak, jak używanie postawy jako bankiera, aby poprawić przepisy dla społeczeństwa.	neutral
Clark wyraził również nadzieję, że on i Redgrave mogą kontynuować małżeństwo.	Clark miał nadzieję, że będzie mógł kontynuować małżeństwo.	entailment
Na przykład ubóstwo nie stwarza poczucia wstydu, jak ma to miejsce w przypadku ludzi mieszkających w krajach zachodnich.	Ubóstwo nie stwarza poczucia wstydu w żadnym kraju.	contradictory
Z powrotem na drodze do Jaisalmer, ostatni plusk kolorów zachwyca zmysły, zanim zanurzysz się w pola usiane kopcami gorącej papryki chili.	Droga do Jaisalmer jest wyboista i nieprzyjemna.	neutral
dostarczyli ci trochę wiesz, że byli pewnymi grupami u Vicksburga, jeśli kiedykolwiek będziesz miał okazję pojechać do Vicksburga na pole bitwy w Vicksburgu, tam jest obszar, w którym było trochę grup z Teksasu i mieli tam interesujący czas	W Vicksburgu były też oddziały Karoliny Północnej.	neutral
co mam na myśli myślę, że tak powinno być	Nie sądzę, żeby tak było	contradictory
Ponadto komitety ds. Wynagrodzeń muszą rozumieć konsekwencje rekompensaty, aby zachęcić kierownictwo do podejmowania właściwych działań w stosunku do firmy i jej akcjonariuszy w stosunku do siebie.	Implikacje rekompensaty dla zapewnienia kierownictwu zachęt do właściwego postępowania dla firmy i jej akcjonariuszy wobec siebie powinny być zawsze ignorowane przez komitety odszkodowawcze.	contradictory
Cesarz rzymski Gratianus z czwartego wieku był wczesnym gościem, a znacznie później przez takich luminarzy jak romantyczny poeta Alphonse de Lamartine, królowa Wiktoria, Saint-Sa? «Ns i Rachmaninow.	Gratianus był rzymskim dowódcą.	entailment
Więc poszedłem do sądu sam i powiedziałem im prawdę, ale nic mi to nie dało.	Poszedłem i powiedziałem prawdę na dworze, ale nic mi nie zrobiło.	entailment
Kliknij Więcej linków (po prawej stronie w sekcji Różne) i od	Brak linków do kliknięcia w sekcji Różne.	contradictory
i tak zacząłem go oglądać i nagle w przyszłym tygodniu dostroiłem się i poszedłem co	Nie zacząłbym tego oglądać, gdybym wiedział.	neutral
nie, nie, nie, och, uważaj	Na razie .	entailment
'Cześć Ben . '	Zignorowałem Bena	contradictory
jak możesz to udowodnić	Czy możesz mi powiedzieć, jak to udowodnić?	entailment
Wyświetla wszystkie rodzaje pojazdów, od autokaru, który przewoził Napoleona do iz Moskwy w 1812 r., Do wspaniałego 4-konnego samochodu Renault z 1904 r. I innych klasyków z przełomu wieków.	Wystawa wyświetla tylko samochody z lat 2000-tych.	contradictory
Według tego dyrektora, spotkania w ratuszu pomogły zwiększyć poziom zadowolenia klientów, ponieważ weterani zidentyfikowali najważniejsze dla nich obawy, uzyskali bezpośredni dostęp do pracowników VBA, którzy pracują nad roszczeniami o świadczenia, i byli w stanie lepiej zrozumieć proces roszczeń.	Własne spotkania w hali pomogły zwiększyć poziom zadowolenia klientów, powiedział dyrektor wykonawczy.	entailment
dobrze widzieć, że nie jest tak źle przez kilka godzin	Nie lubię czekać, nawet przez 10 minut.	contradictory
Na wschodzie siły chrześcijańskie wycofywały się, gdy nowa moc muzułmańska zaczęła rosnąć.	Chociaż siły chrześcijańskie były silniejsze, były w odwrocie.	neutral
Powiedziano nam na dość wysokim autorytecie, że prawdziwa miłość nie zachwala się sama	Powiedziano nam, że prawdziwa dobroczynność się chwali.	contradictory
tak i co robić, gdy staną przed tym	Będą musieli stawić czoła presji rówieśników i będą musieli odmówić.	neutral
Zważywszy, że adwokaci, którzy ukończyli szkołę podyplomową w obliczu średniego zadłużenia w wysokości niespełna 90 000 USD i początkowych wynagrodzeń w organizacjach pomocy prawnej o średniej wartości 31 000 USD, nie mogli sobie pozwolić na pracę.	Nowi prawnicy mają ogromny dług w szkole prawniczej.	entailment
Zobaczysz skurczoną głowę, dwugłową kozę i posąg Marilyn Monroe z rozdrobnionych pieniędzy, wśród innych ciekawostek.	Jedną z ciekawostek jest koza dwugłowa.	entailment
Czwartkowy sędzia, honorowy Charles Adams z Sądu Najwyższego Hrabstwa Coconino, zgodził się, ale bardzo zniechęcił do reprezentacji własnej.	Autoprezentacja była wspierana przez Szanownego Charlesa Adamsa.	contradictory
Przeważnie spotyka się z grupą starszych, czarnych mężczyzn z Południa, którzy nazywają go Jumper i Czarny Kot.	Grupa facetów, z którymi zwykle się spotyka, nadała mu przydomek Jumper.	entailment
To eleganckie uzdrowisko na obrzeżach Lac du Bourget od stuleci oferuje leki na reumatyzm i inne dolegliwości.	Miasto powstało dopiero w ciągu ostatnich pięćdziesięciu lat.	contradictory
dobrze, to piękne miasto, ale problem jest jak pierwszy przykład, kiedy byłem młody, zabrali mnie do Las Vegas i było to najbardziej nudne miejsce na ziemi	Myślę, że Las Vegas jest najbardziej nudnym miejscem, jakie znam.	entailment
„Mniej głośno.	Proszę bądź cicho .	entailment
Będę mógł zrobić własne ubrania	Będę mógł zrobić własną odzież.	entailment
Rzeka odgrywa kluczową rolę we wszystkich wizytach w Paryżu.	Rzeka jest centralnym punktem wszystkich wakacji w Paryżu.	entailment
mają być dwujęzyczne	Mają być dwujęzyczne	entailment
Och, Czarek, ale stanie się z nami?	Tego dnia Czarka nie zadawano żadnych pytań.	contradictory
Okazało się, że nie byłem całkowicie w błędzie.	Byłem w 100% zły.	contradictory
Native 'Me win, me passum heap big law ...	nie dotyczy	contradictory
W każdym razie - to koniec. „	To koniec .	entailment
Ekstrakt ziołowy wykazuje sukces w leczeniu łagodnego otępienia i zapobieganiu utracie pamięci przez Alzheimera.	Ekstrakt ziołowy nie jest zbyt dobry w leczeniu otępienia.	contradictory
Po błyskawicznym zwycięstwie nad źle przygotowanymi wojskami francuskimi Niemcy wkroczyli do Paryża i oblegali miasto, które ostatecznie skapitulowało w styczniu 1871 r. W obliczu kurczących się zapasów żywności.	Paryż był niezadowolony z konieczności poddania się Niemcom.	neutral
Dlatego ikony mają moc, jaką mają.	Dlatego Bóg mnie porusza.	contradictory
Kluczowe dla procesu rozwoju produktu były działania, które umożliwiły uchwycenie konkretnej wiedzy projektowej i produkcyjnej oraz przeglądów decyzji w celu ustalenia, czy zdobyta wiedza będzie wspierać zwiększone inwestycje niezbędne do przejścia do następnej fazy rozwoju lub produkcji.	Zdobyta wiedza określi, czy następnym krokiem był dalszy rozwój czy produkcja.	entailment
Powiedział, że jestem głupio dumny.	Moja duma była głupia i nie na miejscu.	entailment
Słowo wypełniło mu głowę, jakby dziewczyna szeptała wprost do obu uszu.	Dziewczyna mówiła bardzo cicho.	entailment
a wiele z ich zasad i przepisów nie jest oczywistych, więc mamy naszego kierownika ds. środowiska, który pomaga TACB, który znajduje się w Austin na piśmie, i hej, spójrz, co zrobiliśmy tutaj w TI	Zasady nie są jasne, dlatego prosimy naszego menedżera o pomoc.	entailment
Wśród nich znajduje się Pałac Królewski z czerwonej cegły, w którym obecnie mieści się Muzeum Patan (najlepsze i najnowocześniejsze muzeum w Nepalu), a naprzeciwko pałacu wąski ceglany plac, osiem świątyń różnych stylów i rozmiarów.	Muzeum Patan znajduje się w dół ulicy od Pałacu Królewskiego z czerwonej cegły.	contradictory
tak, to trochę jak w Luizjanie, gdzie ten koleś, który jest jak członek Ku Klux Klan, coś wybrał coś strasznego, kiedy o tym myślisz	Członek Ku Klux Klan został wybrany w Luizjanie.	entailment
lub przynajmniej starają się najpierw coś z tym zrobić	Mogą przynajmniej spróbować najpierw coś z tym zrobić.	entailment
nie jestem naprawdę pod wrażeniem, mam na myśli, że mieszkałem w Niemczech przez trzy lata, nie byłem pod wrażeniem jazdy na nartach, teraz lubię innych lubisz sporty zimowe, ale nie jestem naprawdę zachwycony	Nie jestem wielkim fanem sportów zimowych.	entailment
To zobowiązanie do kształcenia ogólnego - ciąg kursów mających na celu rozwój krytycznego myślenia w wielu różnych dyscyplinach - w przeciwieństwie do wczesnej specjalizacji.	Kształcenie ogólne koncentruje się na rozwijaniu umiejętności krytycznego myślenia uczniów.	entailment
Teoretycznie skala oszczędności w dostawie nie jest konkretna.	Ekonomia skali jest elastyczna.	neutral
Oszczędności krajowe reprezentują zasoby dostępne na inwestycje w celu zastąpienia starych fabryk i sprzętu oraz zakupu większej ilości lepszych dóbr kapitałowych.	Stare fabryki i sprzęt nigdy nie były zastępowane, nawet gdy istniały oszczędności krajowe.	contradictory
Inni narzekają, że supergwiazdy są na wzgórzu i wykręcają przeciętną pracę.	Nikt nie narzeka na supergwiazdy.	contradictory
Ważna jest współpraca z rygorystycznymi metodologami, ale współpraca ta musi skupiać się na tym, co można osiągnąć w ustawieniach ED.	Ważna jest praca z rygorystycznymi metodologami.	entailment
znasz ich badania demograficzne, które pokazują, że wiesz, że iloraz inteligencji każdego człowieka dramatycznie spadł lub coś takiego	Badania wykazały, że ich IQ znacznie wzrosło.	contradictory
Bez wsparcia federalnych organizacji finansowych kierownicy programów mogą nie być w stanie określić lub obronić kosztów związanych z działalnością rządu lub czerpać z nich korzyści.	Federalne organizacje finansowe są najlepszym źródłem informacji dla menedżerów programów.	neutral
Związek ma około 4000 członków w Kanadzie.	W związku mieszkających w Kanadzie jest 100 członków.	contradictory
ale potem zaczęliśmy go oglądać i jak nowe są całkiem fajne, ponieważ wyglądają jak wyjątkowe, zwłaszcza takie, które lubią pieprzyć się z umysłem	Nowe mają rzeczy, które mogą pieprzyć się z twoim umysłem.	entailment
W 2000 r. PKB był niższy niż PKB, ponieważ wpływy z dochodów z zagranicy były niższe niż amerykańskie płatności dla reszty świata.	Stany Zjednoczone zapłaciły więcej reszcie świata niż reszta świata otrzymała dochód.	entailment
Czy masz jakieś wskazówki, które możesz nam dać, zanim się wyjaśnimy? „	Wszystko, co powinniśmy wiedzieć?	entailment
a oni nadal pobierają od nas więcej pieniędzy, tak, ludzie i dostają, a oni nie mają żadnej motywacji do pracy, jeśli tylko weźmiemy pięćdziesiąt procent tego	Ludzie mają wiele bodźców do pracy, ponieważ zabierają do domu każdy zarobiony grosz.	contradictory
Zbyt mocno polegali na drugiej wielkiej zasadzie zarażenia i wydawało się, że jest ona związana z jakimś skojarzeniem poprzez znaki i domy oraz drogi planet.	Znaki, domy i trasy planet mają ogromny wpływ na codzienne życie.	neutral
myślę, że planiści finansowi, których teraz szkolimy, mamy już od około czterech lat, dzięki czemu nasze firmy i nasze życie są w zgodzie z tym, jak zarządzać kartami kredytowymi, jak odłożyć powiedzieć, że znasz rynki pieniężne i tego typu rzeczy	Planiści finansowi nie pomagają ludziom w kwestiach związanych z kartami kredytowymi.	contradictory
Pisarz pisze, że potrzeba Richardsona, by uczynić Picassa poważnym artystą i honorowym człowiekiem (zamiast natchnionego poetyckiego drania, którym był w rzeczywistości), deformuje przede wszystkim relację z relacji Picassa z kobietami.	Picasso był dżentelmenem, a nie natchnionym poetyckim draniem.	contradictory
- Hej, chłopaki - powiedział potulnie Daniel.	Daniel witał wszystkich, chociaż był nieśmiały.	neutral
oh rozmawiałem z kimś o San Antonio	Rozmawiałem z kimś o Dallas.	contradictory
Mglisty poranek czyni scenę jeszcze bardziej sugestywną z przeszłości.	Mglisty poranek w Paryżu przywodzi na myśl stare sugestywne obrazy minionych czasów.	neutral
