premise	hypo	label
Det hade kanske tyckt som manna från himmelen - upp till tusentals dollar som ofta, oväntat, släpptes i händerna på en halv miljon Kentucky och Indiana invånare denna månad.	En ny lag som föreslagits av kongressen har resulterat i beslag på tusentals dollar från Kentucky-invånare.	contradictory
Få enskilda att investera sin tid och finansieringen kommer att följa.	Om individer kommer att investera sin tid kommer finansiering också med.	entailment
jag tror ofta att jag önskar att jag hade en videokamera, för jag skulle säkert kunna använda tiotusen dollar så men jag gillar saker som Evening Shade med Burt Reynolds, jag tycker verkligen om det och uh	Videokameror som jag behöver är väldigt dyra.	neutral
Mannen på marken tänker ett ögonblick och skriker tillbaka. Du måste arbeta i ledningen.	Det fanns ingen på marken, man eller kvinna.	contradictory
Om emellertid utvärderingsfrågan kräver GAO att rapportera om hur tillfredsställande framsteg är eller orsakerna till problem vid genomförandet, desto mer personal som kan vara på plats över tid, med den rika eller tjockaste basen för att undersöka situationen som de många folk som är involverade ser det, sounder våra kausala slutsatser och efterföljande rekommendationer kommer att vara.	Om GAO måste rapportera om framstegen kommer rekommendationerna att bli mycket fattigare.	contradictory
Ekonomin skulle kunna bli ännu bättre.	Ekonomin har aldrig varit bättre.	contradictory
Kullar och berg är särskilt helgade i jainismens kult.	Jainismens kult hatar naturen.	contradictory
De berömda husen (eller landen) började byggas.	Landet förblev öde.	contradictory
Mitt i denna fantastiska amalgam av kulturer är en passion för kontinuitet.	En passion för kontinuitet är inte den viktigaste av dessa kulturer.	neutral
Att lägga till scenen som en hästdriven transport, en populär delikatess, en del av en raket och en möjlighet att mocka Gail Sheehy (som verkar få en fri åktur från News Quiz-deltagare), krävde denna fråga alltför uppfinningen av en våldsam teaterföreställning, och det är inte lätt.	Gail Sheehy är ett populärt mål för mocking på andra shows.	neutral
Entreaties till lägenhetens ägare har gått ingenstans.	Lägenhetsägaren är mycket lyhörd.	contradictory
Fru Cavendish är i hennes svärmor s rum.	Fru Cavendish har lämnat byggnaden.	contradictory
Men jag trodde att du svurit av kaffe.	Jag trodde att du lovade att dricka mer kaffe.	contradictory
Vi stinker hela tiden.	Vi stinker alltid.	entailment
I en alltmer beroende av världen kan många pressproblem som påverkar amerikaner endast lösas genom samarbete med andra länder.	Vi borde vara oberoende och hålla sig borta från att prata och arbeta med andra nationer.	contradictory
Ca 'daan fortsatte.	Ca 'daan vägrade att sluta.	neutral
Regeln kräver att sändarna håller en fil för offentlig inspektion som innehåller en barns TV-programmeringsrapport och att identifiera program som är särskilt utformade för att utbilda och informera barn i början av dessa program och att ge sådan information till utgivarna av programguider.	Regeln gör att sändarna håller en fil om barns tv-programmering.	entailment
bra för hur hur varmt jag menar som i det kallaste som det blir på vintern där nere hur mycket är det	Det är varmt hela tiden jag bor, inklusive vinter.	neutral
Var och en av männen hade läderpansar och klädde i stil med tunga ryttare.	Männen var nakna.	contradictory
Mannen borde ha dött omedelbart.	Mannen var helt bra.	contradictory
På sommaren bildar riset en grön flätig filt och blir sedan gyllene på hösten när den mognar och skördas.	Riset är gyllene och skörda på sommaren, men blir grönt på hösten.	contradictory
Precis som den dagliga arbetaren och de nya massorna, socialistiska papper från 1930-talet, peppared med citat av Marx och Engels, pekar Educational Liberator med referenser till deras libertariska motsvarigheter - Friedrich Hayek och Ludwig von Mises.	Citat från Marx användes i socialistiska tidningar på 30-talet.	entailment
För att vara säker på att något nålverk är den äkta artikeln (i motsats till en sämre import eller maskingjord bit), leta efter en blytätning med en M, IBTAMs emblem, vilket betyder att den har certifierats av Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institutionen för Madeira Broderi, Tapeter och Hantverk), en officiell öorganisation som har ett showroom / museum på Rua Visconde de Anadia, 44.	Det finns en tätning för att visa äkthet i handgjorda föremål i Italien.	neutral
"Jag är inte in i Multivista-sakerna, för vad är något dumpigt system jämfört med en vacker hyperextension av solen någonstans över Kuchara, jämfört med den gyllene nyansen av lök stekt med kse-fi-vågorna, jämfört med antalet delare för kreditmembran i en plånbok av en rik man jämfört med den magnifika lukten av en briessante rulle dunked i hälsosam mjölk syntetiskt berikad med substanser som ökar utsöndringen av lyckohormoner, den för två år sedan, inte tre "", sade Gonzo i en tonkännetecken för en man som bara upptäckte en lösning på sitt livsproblem."	Han är inte in i multivista-grejer eftersom det är något dumpigt system jämfört med den magnifika lukten av en kanelrulle som dunked i hälsosam mjölk.	entailment
Oavsett vad jag slutade göra, tror jag att jag skulle ha hittat något inom det här yrket att göra offentligt arbete, för det var det jag lärde, sa Zelon.	Det här är som att använda posten som bankir för att göra regelverket bättre för allmänheten.	neutral
Clark uttryckte också hoppet att han och Redgrave kunde fortsätta med sitt äktenskap.	Clark hoppades att han kunde fortsätta sitt äktenskap.	entailment
Fattigdom, till exempel, skapar inte skammen som det gör för människor som bor i västländer.	Fattigdom skapar ingen skam i något land.	contradictory
Tillbaka på vägen till Jaisalmer glädjer en sista färgstråle sinnena innan du dyker in i fälten är prickade med högar av röda heta chili peppar.	Vägen till Jaisalmer är ojämn och obehaglig att åka på.	neutral
de levererade några, du vet att de var några grupper i Vicksburg om du någonsin får en chans att gå över till Vicksburg slagfältet i Vicksburg, där finns ett område där där var några Texas uh grupper och de hade en intressant tid där	Det fanns också North Carolina-trupper vid Vicksburg.	neutral
vilket jag menar att jag tycker att det borde vara ändå	Jag tror inte att det borde vara så	contradictory
Kompensationskommittéerna måste också förstå konsekvenserna av ersättning för att ge incitament för ledningen att göra det rätta för företaget och dess aktieägare mot sig själva.	Konsekvenserna av ersättning för att ge incitament för ledningen att göra det rätta för företaget och dess aktieägare gentemot sig bör alltid ignoreras av ersättningsutskott.	contradictory
Den fjärde århundradet romerska kejsaren Gratianus var en tidig besökare, följde mycket senare av sådana armaturer som den romantiska poeten Alphonse de Lamartine, Drottning Victoria, Saint-Sa? «Ns, och Rachmaninov.	Gratianus var en romersk empoeror.	entailment
Så jag gick till domstolen av mig själv och berättade sanningen för dem, men det gjorde mig inte bra.	Jag gick och berättade sanningen i domstol men det gjorde mig inte bra.	entailment
Klicka på Fler länkar (på höger sida under Diverse) och från	Det finns inga länkar att klicka på under Diverse.	contradictory
och så började jag titta på det och plötsligt stannade nästa vecka och jag gick vad	Jag skulle inte ha börjat titta på det om jag var känd.	neutral
nej åh nej åh, ta väl hand om dig	Hej då för nu .	entailment
"""Hej, Ben. '"	Jag ignorerade Ben	contradictory
hur kan du bevisa det	Kan du berätta för mig hur man bevisar det?	entailment
Det visar alla typer av fordon, från tränaren som bar Napoleon till och från Moskva 1812 till en fantastisk 4-hästkrafts Renault bil från 1904 och andra klassiker från 1800-talet.	Utställningen visar bara bilar från 2000-talet.	contradictory
Enligt denna verkställande ledning bidrog mötesgruppens möten med att förbättra sina kundnöjdhetsnivåer, eftersom veteraner identifierade de bekymmer som var viktigast för dem, fick direkt tillgång till VBA-anställda som arbetade med sina förmånskrav och kunde bättre förstå fordringsprocessen.	De egna hallmötena bidrog till att förbättra sina kundnöjdhetsnivåer, säger verkställande direktören.	entailment
Tja, det är inte synd ett par timmar	Jag gillar inte att vänta, inte ens i 10 minuter.	contradictory
I öst var kristna styrkor i reträtt som en ny muslimsk kraft började stiga.	Trots att de kristna krafterna var starkare, var de i reträtt.	neutral
Vi har blivit tillsagda på en rimligt hög auktoritet att sant välgörenhet inte är självt	Sann välgörenhet vrålar sig, vi har fått höra.	contradictory
ja och vad man ska göra när de står inför det	De kommer att möta grupptryck och måste säga nej.	neutral
De med advokater ett år av grundskolan står inför en genomsnittlig skuld på knappt 90 000 dollar och startar löner till rättshjälpsorganisationer i genomsnitt 31 000 dollar, kunde de inte ha jobbat.	Nya advokater har massiv lagskuld.	entailment
Här ser du ett krympt huvud, en tvåhårig get och en staty av Marilyn Monroe gjord av strimlad pengar, bland annat nyfikenheter.	En av kuriosa är en tvåhårig get.	entailment
Torsdags domare, den ärade Charles Adams från Coconino County Superior Court, kom överens, men mycket motverkad självrepresentation.	Självrepresentation uppmuntras av de ärade Charles Adamsna.	contradictory
Han hänger mest ut med en grupp äldre, södra svarta män, som kallar honom Jumper och Black Cat.	Gruppen av killar han brukar hänga med gav honom smeknamnet Jumper.	entailment
Denna eleganta spa-stad i utkanten av Lac du Bourget har erbjudit botemedel mot reumatism och andra åkommor i århundraden.	Staden var bara etablerad under de senaste femtio åren.	contradictory
rätt rätt bra det är en vacker stad och men problemet är som första exempel när jag var ung de tog mig till Las Vegas och det var det tråkigaste stället på jorden	Jag tycker Las Vegas är det tråkigaste stället jag vet.	entailment
"""Mindre högt."	Snälla var tyst .	entailment
Jag ska kunna göra egna kläder	Jag kommer att kunna göra egna kläder.	entailment
Floden spelar en central roll i alla besök i Paris.	Floden är central för alla semestrar till Paris.	entailment
de ska vara tvåspråkiga	De ska vara tvåspråkiga	entailment
Åh, Czarek, men kommer att hända oss?	Czarek fick inga frågor på den dagen.	contradictory
Jag visste inte vara helt fel.	Jag var 100 procent fel.	contradictory
"Native ""Jag vinner, jag passum heap stor lag ..."	n / a	contradictory
"Hur som helst - det är över. """	Det är över .	entailment
Urtextraktet visar framgång vid behandling av mild demens och förhindrar Alzheimers minnesförlust.	Urtextraktet är inte särskilt bra för att behandla demens.	contradictory
Efter en blixtnedgång över de otillberettade franska arméerna marscherade tyskarna på Paris och belägrade staden, som äntligen kapitulerade i januari 1871 inför minskande matförråd.	Paris var olyckligt att överlämna sig till tyskarna.	neutral
Det är därför ikoner har den kraft de har.	Det är därför som Gud flyttar mig.	contradictory
Kritisk till produktutvecklingsprocessen var aktiviteter som möjliggjorde infångning av specifika konstruktions- och tillverkningskunskaper och beslutsbedömningar för att avgöra om den kunskap som fångades skulle stödja den ökade investeringen som krävs för att flytta till nästa utvecklingsfas eller till produktion.	Den insamlade kunskapen skulle avgöra om nästa steg var vidareutveckling eller produktion.	entailment
Sade att jag var dumt stolt.	Min stolthet var dumt, inte välplacerad.	entailment
Ordet hade fyllt huvudet som om flickan hade viskat direkt i båda öronen.	Flickan pratade mycket tyst.	entailment
och många av deras regler och regler är inte tydliga så vi har vår miljöchef som hjälper TACB som ligger i Austin skriftligen och hej se vad vi gjort här på TI	Det är inte riktigt regler så reglerar vi vår chef för hjälp.	entailment
Bland dessa är det röda tegel kungliga palatset, som nu rymmer Patanmuseet (Nepals finaste och modernaste museet) och mot palatset över den smala tegelplatsen, åtta tempel av olika stilar och storlekar.	Patanmuseet ligger nerför gatan från det röda tegelhuset Royal Palace.	contradictory
ja det är ungefär som i Louisiana där den här killen som är som en Ku Klux Klan-medlem, blev något vald som skrämmande när du tänker på det	En Ku Klux Klan medlem har blivit vald i Louisiana.	entailment
eller åtminstone försöker de och gör någonting åt det först	De kan åtminstone försöka och göra något åt det först.	entailment
jag är inte riktigt imponerad av jag menar att jag bodde i Tyskland i tre år, jag var inte imponerad av skidåkning nu jag gillar att jag gillar andra vet du vintersport men jag är inte riktigt glad över dem	Jag är inte ett stort fan av vintersport.	entailment
Det är ett engagemang för allmän utbildning - en serie kurser som syftar till att utveckla kritiskt tänkande inom en mängd olika discipliner - i motsats till tidig specialisering.	Allmän utbildnings fokus är att utveckla elevernas kritiska tänkande färdigheter.	entailment
Teoretiskt skalande ekonomier i leverans är inte fasta specifika.	Skalekonomier är flexibla.	neutral
Nationella sparande utgör resurser som är tillgängliga för investeringar för att ersätta gamla fabriker och utrustning och att köpa mer och bättre kapitalvaror.	Gamla fabriker och utrustning ersattes aldrig, även när det fanns nationella besparingar.	contradictory
Andra klagar över att superstjärnorna är över kullen och strävar ut mediokert arbete.	Ingen klagar över superstjärnorna.	contradictory
Samarbete med rigorösa metodologer är viktigt, men de samarbeten måste fokusera på vad som kan uppnås specifikt i ED-inställningen.	Att arbeta med rigorösa metodologer är viktigt.	entailment
du vet deras demografiska studier som de gör som visar att alla har IQ-fallet dramatiskt eller något	Studierna visade att deras IQ ökade ganska mycket.	contradictory
Utan stöd från federala finansorganisationer kan programansvariga kanske inte bestämma eller försvara kostnaderna i samband med eller fördelar som härrör från statliga aktiviteter.	Förbundsfinansieringsorganisationer är den bästa informationskällan för programansvariga.	neutral
Facket har cirka 4000 medlemmar i Kanada.	Det finns 100 medlemmar i facket som bor i Kanada.	contradictory
men då började vi titta på det och och som de nya är ganska coola för att de blev som uh som speciella saker, speciellt saker som gillar att knulla med ditt sinne	De nya har saker som kan knulla med ditt sinne.	entailment
År 2000 var BNP mindre än BNP eftersom intäkter från resten av världen var mindre än amerikanska betalningar till övriga världen.	USA betalade mer till resten av världen än resten av världen mottog i inkomst.	entailment
"Har du några tips att ge oss innan vi rensar ut? """	Något vi borde veta?	entailment
och de fortsätter att ta mer pengar från oss ja folk och få och de har inget incitament att arbeta om vi bara tar 50 procent av det	Människor har mycket incitament att arbeta eftersom de tar hem varje öre som uppnås.	contradictory
De berodde för mycket på den andra stora smittprincipen, och det verkade som om de var förknippade med någon form av förening genom tecknen och husen och planeternas kurser.	Tecknen, husen och planetens kurser har stor inverkan på det dagliga livet.	neutral
Jag antar att de ekonomiska planerarna den utbildning vi nu har haft i ungefär fyra år, här fick vi våra företag och och vårt liv i linje hur man hanterar kreditkort hur man säger sig säga att du vet pengemarknader och den här typen av saker	De finansiella planerarna hjälper inte personer med problem med kreditkort.	contradictory
Richardsons behov av att göra Picasso till en seriös konstnär och en hedervärd man (istället för den inspirerade poetiska rascalen han faktiskt var) deformerar framförallt hans redogörelse för Picassos relationer till kvinnor, skriver han.	Picasso var en gentleman och inte en inspirerad poetisk rascal.	contradictory
"""Hej killar,"" sade Daniel ledsen."	Daniel hälsade alla trots att han var blyg.	neutral
Åh, jag pratade med någon om San Antonio	Jag pratade med någon om Dallas.	contradictory
En dimmig morgon gör scenen ännu mer framträdande av det förflutna.	En dimmig morgon i Paris ger upphov till gamla, framträdande bilder av gånger.	neutral
På grund av denna rationalisering av leveranskostnaden i USA är postdensiteterna i de mest glesbefolkade områdena högre än densiteten i de mest glesbefolkade områdena i Frankrike.	Posttätheten avser mängden skräppost som levereras i ett visst område.	contradictory
Racer hålls mellan april och december på Veliefendi Hippodrome nära Bakerky, 15 km (9 miles) väster om Istanbul.	Det finns raser från april till december på Veliefendi Hippodrome.	entailment
Produktionen av vattenfri ammoniak i USA år 2000 var cirka 17 400 000 ton (ekvivalent vattenfri) med en uppenbar förbrukning av 22 000 000 ton och cirka 4 600 000 metrar genom nettoimport, vilket visas i en 2001-utgåva av U.S.	USA producerar inte någon vattenfri ammoniak varje år.	contradictory
åh ja de gör det jag menar i i norra Texas gör de det ganska där du vet om du vill gå till den här speciella biografen eller konserten eller en diskonterad sak, den stora saken här är rodeos, om du	Jag försöker få rabatterade priser när jag kan.	neutral
Under de senaste åtta åren förvärvade skolan över 88 miljoner dollar av fastigheter i Allston-delen av Boston utan att avslöja sin identitet för potentiella säljare.	Under de senaste åtta åren förvärvade skolan mer än 88 miljoner fastigheter i Allston-delen av Boston medan de fortfarande är helt anonyma även till sina egna studenter.	neutral
oh det är men då är det så många människor du får så många olika åsikter som du borde inte ha det bra jag borde inte behöva göra det här eller jag borde inte göra det och alla andra saker jag vill inte engagera mig och	Åsikterna tenderar att variera.	entailment
um-hum så du räknar en av dessa dagar kommer du att gå tillbaka till att vara en ingenjör är det som du tycker	En av dessa dagar går du tillbaka till studien.	neutral
Höger vid vattnet; erbjuder en mer formell atmosfär och ett bra ställe att fånga en solnedgång.	Det har en fruktansvärd utsikt över solnedgången.	contradictory
För att vara säker på att något nålverk är den äkta artikeln (i motsats till en sämre import eller maskingjord bit), leta efter en blytätning med en M, IBTAMs emblem, vilket betyder att den har certifierats av Instituto de Bordado, Tapecaras e Arte? Sanato da Madeira (Institutionen för Madeira Broderi, Tapeter och Hantverk), en officiell öorganisation som har ett showroom / museum på Rua Visconde de Anadia, 44.	Det finns en tätning för att visa äkthet.	entailment
Men mitt förtroende för honom, som en gång var ganska avtagande, var helt återställd, eftersom hans tro på Alfred Inglethorps oskuld hade varit så triumferande.	Jag kände att den verkliga mördaren borde bli lättare att avgöra.	neutral
(Kohlers ordbok för revisorer) KONTRAKTSMYNDIGHET - Kontraktsmyndighet är en delmängd av budgetmyndigheten.	Kontraktsmyndigheten måste beviljas av finansmyndigheten.	neutral
Företaget samlade en gång, Poirot steg från sitt säte med en populär föreläsares luft och böjde sig hövligt till sin publik.	Poirot steg från sitt säte, böjde sig och började ta itu med publiken.	neutral
Det kommer att vara ett nöje dressing Jane.	Dressing Jane kommer vara roligt.	entailment
Engakuji är Kamakuras största tempelkomplex; som ofta bromsas av eld och jordbävning, har 17 av de ursprungliga 46 byggnaderna överlevt.	Ingen av de ursprungliga byggnaderna i Engakuji finns kvar.	contradictory
Vid tillämpning av detta krav kan följande faktorer påverka revisorernas bedömning av kontrollen	Inverkan av följande faktorer är möjlig.	entailment
bor de i närheten	Är deras hus nära här?	entailment
Historien trotsar lagar.	Lagar är svaga när man talar om det förflutna och framtiden.	neutral
Nu kämpar konservativa tillbaka.	Konservativa kämpar nu.	entailment
den kompromisslös Vel? ¡Zquez porträtt av fula drottning Marianna i Österrike; El Grecos kraftfullt mystiska Kristus på Crose Riberas grymt godmummade The Club Foot.	El Greco var en extremt berömd spansk målare vars arbete ofta var religiöst.	neutral
Det finns goda vägförbindelser mellan Sant Antoni och båda CaleT? ¡Rida och cale badella, med det resultat att båda båtarna nu har utvecklats.	Med de goda vägförbindelserna har båda båtarna utvecklats.	entailment
och om du ja om du vill så åtminstone du vet att du inte skulle ha några överraskningar kan du beställa någon typ av du vet vilken tjänst du vill ha men du står en bra chans att du vet att behöva hämta åtminstone en del av räkningen själv	Du kan behöva betala räkningen om du beställer någon tjänst du vill ha.	entailment
De enskilda hantverksbutikerna är inte längre här, men du kan besöka en silkesvävande fabrik, en keramikanläggning och Foshan Folk Art Studio där du kan observera arbetare som gör kinesiska lyktor, snidskulpturer, målarrullar och skärande invecklade mönster i papper.	Arbetstagare skar skulpturer och målarfärger med stor entusiasm.	neutral
"Egentligen, herr Ernest, protesterade domaren: ""Dessa frågor är inte relevanta."" Sir Ernest böjde sig och hade skjuten sin pil fortsatte."	Sir Ernest böjde huvudet något och fortsatte.	entailment
